,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
887,Ghana2011,67.7,57.21,3,4.2,5.5,6.1,6.3,7.6,4.8,7.7,4.5,6.8,5.5,5.6
888,Greece2011,47.4,83.12,3.8,2.5,4.5,5.1,4.3,4.4,4.9,3.8,3.1,4.1,2.6,4.3
889,Grenada2011,66.4,61.21,5.3,5.6,3.9,5.7,6.5,8,6.2,4.2,4.3,5.8,3.2,7.7
890,Guatemala2011,80.1,68.49,7.6,6,6.9,6.5,7.7,6.5,6.8,6.9,6.9,7.3,5.6,5.3
891,Guinea2011,102.5,52.54,9.3,9.2,7.9,8.6,8.4,8.3,9.4,8.7,9.2,8.2,7.7,7.6
892,Guyana2011,72.6,68.89,6.3,5.1,5.9,6.4,7.4,8.4,6.5,5.5,5,6.4,3.6,6
893,Haiti2011,108,40.98,8.4,8.8,7.3,9.2,8.8,8.9,9.4,10,8,10,9.2,10
894,Honduras2011,78.3,67.9,6.5,6.3,5.3,7,8.1,6.6,7.3,6.6,6.3,7.6,3.9,6.9
895,Hungary2011,48.7,81.07,2.5,4.7,3.5,5.4,5.5,4.5,5.4,3.7,3,3.1,3.1,4.3
896,Iceland2011,30.1,90.17,1,1.8,1,6.2,2.2,3.3,2,1.9,1.6,1.6,1.5,6
897,India2011,79.3,53.75,7.8,6.8,8.2,5.4,8.5,6.2,5.8,7.2,5.9,8,5,4.5
898,Indonesia2011,81.6,63.9,7.1,7,6.6,6.4,7.5,6.9,6.7,6.5,6.3,7.4,6.6,6.5
899,Iran2011,90.2,63.9,8.6,9.2,8.5,5.4,7,6.7,9.1,5.6,9,6.1,7.9,7
900,Iraq2011,104.8,60.56,9.5,9.6,9,7,9,8.9,8.7,8,8.6,8.3,9,9.3
901,Ireland2011,25.3,87.85,1.6,1.4,1.3,3.9,2.6,2.4,2,2.2,1.2,2.3,2,2.4
902,Italy2011,45.8,83.62,4.9,4.4,5.3,4.2,4.1,3.2,4.7,2.8,3.1,3.6,3.5,2
903,Jamaica2011,67.1,76.18,6.3,3.7,4.3,6.3,6.2,6.7,6.5,5.9,5.3,6.2,3.4,6.3
904,Japan2011,31,79.55,2,2.6,3.9,3.5,2.3,1.8,2,1.7,3,3.6,1.1,3.5
905,Jordan2011,74.5,69.39,6,6.3,6.7,5.8,6.9,4.7,5.7,4.9,6.8,6.4,7.6,6.8
906,Kazakhstan2011,70.2,71.96,6.2,7.7,6,6.2,5.9,3.8,7.2,5.1,6.9,5.5,3.8,5.9
907,Kenya2011,98.7,60.45,7.9,8.8,8.7,7,8.5,7.6,8.9,7.8,7.7,8.8,8.5,8.5
908,Kuwait2011,59.5,56.04,4.5,7.2,4.9,4,5.9,4.3,5.7,2.9,6.2,5.1,3.8,5
909,Kyrgyz Republic2011,91.8,72,8,8.3,8.3,7.6,7.6,7,9,6,8,7.6,6.5,7.9
910,Laos2011,86.7,48.24,7.1,8.6,6.5,7.2,5.7,6.8,8,7.7,8.5,7.6,5.8,7.2
911,Latvia2011,54.2,84.74,3.3,4.3,4.9,5.8,5.7,4.8,5.3,3.9,3.6,4.2,3.9,4.4
912,Lebanon2011,87.7,67.49,8.7,8.8,8.7,5.7,6.8,6.6,7,5.8,6.6,6.5,8.5,8
913,Lesotho2011,80.4,44.3,5.5,7,5,8.1,6.1,6.8,6.9,8.2,6,9,4.6,7.2
914,Liberia2011,94,41.96,7.3,8.1,6.8,8.4,8,7,7,8.8,6.3,8.3,8.6,9.3
915,Libya2011,68.7,61.65,5.9,7,6,4.6,6.9,3.9,7.3,4.3,8.3,5.5,4.6,4.4
916,Lithuania2011,45.3,83.27,2.5,2.8,3.7,5.3,5.7,4.6,3.6,2.9,3.1,4.1,3.2,3.8
917,Luxembourg2011,26.1,86.28,2.3,3.4,2.8,2.3,2,1.5,2.5,1.9,1,1.7,2.1,2.6
918,Macedonia2011,71,74.35,6,6.7,7.4,6.2,6.8,6.7,6.7,4.2,5,4.5,4.6,6.2
919,Madagascar2011,83.2,34.5,6.8,8,5.2,7.6,7.8,4.9,7.1,8.6,6,8.3,4.6,8.3
920,Malawi2011,91.2,45.31,5.2,7.6,6,8.8,8,8.1,7.9,8.2,7,9.1,6.5,8.7
921,Malaysia2011,68.7,78.03,6,6.4,6.7,4.9,6.7,4.2,6,5.1,6.9,6,4.8,5
922,Maldives2011,75.6,56.49,5.7,7.6,4.9,6.7,5,6.8,7.4,6.9,7,6,5.9,5.8
923,Mali2011,79.3,38.35,7.1,4.5,6,7.8,6.7,7.3,5.5,8.2,4.9,8.8,5.3,7.2
924,Malta2011,45.4,86.02,3.7,2,4,4.1,4.1,4.4,3.7,2.9,3.4,3.4,5.4,4.4
925,Mauritania2011,88,43.36,7.9,7.9,7.8,7.3,6.5,5.5,7.3,7.9,7,8.2,6.8,7.9
926,Mauritius2011,44.2,72.12,3.6,3.2,3.5,4.5,5.4,3,4.7,3.9,3.5,3.3,1.6,4
927,Mexico2011,75.1,72.94,7.9,5.2,6.1,6,7.7,6.5,6.6,5.8,5.9,6.5,4.2,6.7
928,Moldova2011,81.2,75.32,7.8,8,6.6,6.7,6.5,7.5,7.6,6.3,6.5,6.1,4.4,7.2
929,Mongolia2011,59.6,62.87,5,5.5,4,5.3,6.2,1.9,5.9,5.6,6,5.5,1.6,7.1
930,Montenegro2011,56.3,76.5,4.8,6.2,6.4,5.2,4.1,2.4,4.3,3.6,5,4.5,4.5,5.3
931,Morocco2011,76.3,71.66,5.9,6.3,6.4,6,7.5,6.4,6.9,6.6,6.4,6.4,6.5,4.9
932,Mozambique2011,83.6,39.14,7.1,5.6,4.6,8.2,7.4,7.7,7.6,8.6,7,9,4,6.7
933,Myanmar2011,98.3,48.41,8.5,8.3,8.7,7.9,9,6,9.7,8.3,9,8.2,8,6.7
934,Namibia2011,71.7,69.56,5.5,3.5,5.3,6.3,8.5,7.1,4.4,6.7,5.5,7.2,5.6,6.2
935,Nepal2011,93.7,48.36,7.8,8,9,7.9,8.7,5.9,7.9,7.7,8.5,7.8,7.4,7.1
936,Netherlands2011,28.3,81.29,1.4,2.4,4.4,3.2,2.9,2.2,1.1,1.7,1,3,3,2.1
937,New Zealand2011,24.8,90.14,1.1,1.1,3.5,3.8,4,2.4,1.1,1.9,1.2,2,1.7,1.1
938,Nicaragua2011,81.2,63.12,6.2,6.8,6,7.3,8.2,7.2,7.3,7.3,6,6.9,4.9,7.1
939,Niger2011,99.1,34.79,8,8.6,7.8,8.9,7.9,6.2,8.9,9.5,8.2,9.8,6.6,8.7
940,Nigeria2011,99.9,54.94,9.1,9.5,9.6,7.3,9,7.7,9,9,8.6,8.3,6,6.9
941,Norway2011,20.4,87.19,1.2,1.2,1.3,2.9,2.1,1.5,1,1.4,1.9,2,2,1.9
942,Oman2011,49.3,58.64,5.3,6.3,3,3.8,3,1.5,5.9,4.4,6.9,5.1,1.5,2.4
943,Pakistan2011,102.3,51.24,9.4,9.1,9.3,6.6,8.5,7.5,8.6,7.3,8.7,8.8,9.2,9.3
944,Panama2011,57.8,77.93,5.7,2.5,4.6,4.9,7.4,4.9,4.6,5.2,4.5,6,3.9,3.6
945,Papua New Guinea2011,84.2,45.53,6.6,7.1,6.9,6.4,9.1,7.4,7.5,8.7,6.3,7.4,4.5,6.4
946,Paraguay2011,72.4,68.79,6.4,7.7,6.5,5.9,8.3,5.5,7.9,5.5,6.4,5.9,1.9,4.5
947,Peru2011,73.6,71.42,7.2,6.6,6.8,5.1,8,6.7,6.6,6.1,5.2,6.1,4.1,5.1
948,Philippines2011,85,71.77,8.3,8.5,7.2,5.6,7.1,6.7,8.3,6.1,7.3,7.3,6.5,6.1
949,Poland2011,46.8,78.66,2.5,3.6,3.5,4.3,4.7,5.6,4.2,3.3,3.5,4.3,3.5,3.9
950,Portugal2011,32.3,87.68,1.6,1.4,2.5,4.8,3.6,2.5,1.6,3.3,3.3,3.3,2,2.5
951,Qatar2011,49.5,68.88,3,5,4.9,3.7,5,3.1,6,2.3,5,4.2,2.7,4.6
952,Romania2011,59.8,79.54,4.1,5.2,6,5.8,5.8,5,5.9,4.5,4,5.1,3.2,5.2
953,Russia2011,77.7,81.94,7.2,7.8,7.6,4.6,7.6,5.7,7.8,5.3,8.1,6.3,5.1,4.6
954,Rwanda2011,91,50.04,5.8,8.4,8.2,7,7.4,6.8,7.1,7.8,8.2,8.9,7.3,8
955,Samoa2011,69.5,67.38,5.5,5.1,4.8,5.9,6.6,8.3,6.2,4.7,4.2,7,2.7,8.6
956,Sao Tome and Principe2011,74.5,45.5,5.8,6.3,4.8,6.9,6.2,7.3,6.9,7,4.9,7.1,4.3,6.9
957,Saudi Arabia2011,75.2,69.6,7.5,7.9,7.5,3.4,7,3.2,7.9,4.2,8.9,6,5.8,5.9
958,Senegal2011,76.8,64.08,6.3,4.5,6.3,6.5,7.2,6,5.9,7.8,6.2,7.6,6.4,6.1
959,Serbia2011,74.4,75.38,6.5,8,7.5,5.7,6.5,5,6.5,4.9,5.3,5.3,6.4,6.8
960,Seychelles2011,67,67.44,6.1,5.7,4.8,5.4,6.6,4.9,6.8,4.1,5.8,5.8,3.9,7.1
961,Sierra Leone2011,92.1,41.88,6,7.9,6.5,8,8.5,8,7.7,8.8,6.7,8.9,7.5,7.6
962,Singapore2011,35.1,89.8,1.5,4,3,3.6,3.4,2.8,3.9,2,4.7,2.5,0.9,2.8
963,Slovenia2011,35.5,86.31,3,1.1,3.1,3.7,4.7,3.6,3,2.8,2.8,3.1,1.7,2.9
964,Solomon Islands2011,85.9,44.26,6.7,8,6.8,7.6,8,5.1,7.9,8.1,6.5,7.9,4.5,8.8
965,Somalia2011,113.4,26.16,10,9.8,9.5,9.3,8.4,8.2,9.8,9.4,9.7,9.7,10,9.7
966,South Africa2011,67.6,67.96,4.5,5.9,5.9,5.3,8.2,4.1,5.5,5.5,4.6,8.4,6.7,3
967,South Korea2011,38.8,70.79,1.7,3.6,3.7,2.2,2.3,4.5,3.7,2.2,2.6,3.3,3,6
968,Spain2011,43.1,87.6,4.9,5.6,6,4.5,4.7,1.9,2.1,2.4,2.6,3.3,2.9,2.2
969,Sri Lanka2011,93.1,64.18,8,9.5,9.4,5.3,8.4,6.9,8.5,6.1,8.6,7,8.6,6.8
970,Sudan2011,108.7,41.35,9.6,9.9,9.9,6.4,9.1,8.2,9.4,9,9.7,8.5,9.6,9.5
971,Suriname2011,71.1,70.18,5.8,5.8,6.1,6.1,7.5,7,6.1,4.9,5.6,6,3.5,6.7
972,Swaziland2011,82.5,59.5,6.6,7,3.9,7.8,6.5,5.9,8.5,7.5,8.2,9.2,4.6,6.9
973,Sweden2011,22.8,89.24,2.3,1.8,1.3,1.9,2.2,2,0.9,1.5,1.6,2.8,2.9,1.6
974,Switzerland2011,23.2,87.25,1.4,1,3.5,2.4,2.8,2.1,1,1.6,2,2.1,1.9,1.4
975,Syria2011,85.9,62.89,7.5,7.9,8.7,5.8,7.4,6.3,8.3,5.8,8.6,5.6,8.5,5.5
976,Tajikistan2011,88.3,72.23,7.4,8.6,7.2,7.4,6.8,6,8.9,6.9,8.5,7.7,5.9,7
977,Tanzania2011,81.3,56.02,5.5,6,6.1,7.4,6.3,5.8,6.5,8.6,6.2,8.1,7.4,7.4
978,Thailand2011,78.3,69.05,7.6,8.5,8,4,7.2,4.4,8.4,5,7.3,6.4,6.6,4.9
979,Timor-Leste2011,94.9,53.65,8.3,8.3,7.1,7.9,7.3,5.8,8.8,8.7,6.8,8.5,8,9.3
980,Togo2011,89.4,43.55,7.3,7.8,5.4,8,7.9,7,8,8.5,7.7,8.1,6.5,7.1
981,Trinidad and Tobago2011,63.7,76.37,5.5,5.6,4.7,4.5,6.9,7.7,5.5,4.9,5.1,5.3,3.2,4.8
982,Tunisia2011,70.1,76.21,7,6.8,5.6,5,6.6,5.2,7.2,5.3,7.7,5.5,3.4,4.8
983,Turkey2011,74.9,65.29,7.4,7.5,8.3,5.5,7.4,4.5,5.9,5.7,5.2,5.9,6,5.6
984,Turkmenistan2011,79.7,70.91,7.5,7.7,6.6,6,7.1,5.1,8.4,6.7,8.7,6.5,4.2,5.2
985,Uganda2011,96.3,55.57,8.6,8.6,8,7.5,8.4,6.6,7.7,8.3,7.5,8.8,8,8.2
986,Ukraine2011,69,77.2,4,8,6.5,6,5.9,6.3,7.4,4.1,5.5,5.3,3.1,6.8
987,United Arab Emirates2011,50.4,70.52,3,3.6,4.6,4.2,5.4,3,6.5,3.3,5.7,4.1,2.8,4.1
988,United Kingdom2011,34.1,87.78,2.7,3.6,4.4,3.3,4.2,2.1,1.4,2.2,2,2.9,3.3,1.9
989,Uzbekistan2011,88.3,65.85,8.5,8.7,7.4,6.8,8.2,6.3,8.4,6,9,7.3,5.7,6
990,Venezuela2011,78.2,77.69,7,7.3,7,6.1,7.3,6.4,7.5,5.8,7.4,6,4.8,5.5
991,Yemen2011,100.3,47.87,9.3,9.3,8.6,7.7,8.3,6.9,8.6,8.7,7.7,8.7,8.4,8.2
992,Zambia2011,83.8,62.95,5.3,5.8,5.7,7.7,7.3,6.8,7.6,7.8,6.1,8.9,7.6,7.3
993,Zimbabwe2011,107.9,59,9,9.6,9,9,9.2,9.3,9.3,9,9.2,9.3,8.2,7.8
994,Afghanistan2010,109.3,37.29,9.7,9.4,9.7,8.3,8.2,7.2,10,8.9,9.2,9.5,9.2,10
995,Albania2010,67.1,70.71,5.4,6,4.9,6.1,5.7,7.1,6.8,5.6,5.3,5.9,2.8,5.5
996,Algeria2010,81.3,71.46,7.5,6.8,8.2,5.1,7.1,6.1,7.5,6.5,7.6,6.7,6.5,5.7
997,Angola2010,83.7,49.3,5.9,6.8,5.9,5,9.1,5.6,8.1,8,7.3,8.4,6.9,6.7
998,Antigua and Barbuda2010,60.9,66.44,4.6,4,4.5,5.5,6.1,7.3,5.3,4.6,4.7,4.7,3.4,6.2
999,Argentina2010,45.8,79.49,2.4,3.2,4.5,5.1,5.8,3.8,3.6,3.7,3.8,4.6,2.2,3.1
1000,Armenia2010,74.1,79.17,5.1,7,6,5.8,6.5,7,6.6,5.3,6.4,5.7,6.9,5.8
1001,Australia2010,27.3,87.57,1.4,1.5,3.4,3.2,4.2,1.2,1.5,1.8,2,3.5,2.5,1.1
1002,Austria2010,27.2,85.09,1.1,1.9,3.8,2.7,4.7,1.2,1.4,1.4,1.6,2.7,2.3,2.4
1003,Azerbaijan2010,84.4,81.85,7.3,7.9,7.9,5.9,7.3,5.7,8,5.5,7.2,6.2,8.1,7.4
1004,Bahrain2010,58.8,69.12,4.7,6.1,6.5,4,6,3.5,6.7,3.1,5.4,4.5,2.6,5.7
1005,Bangladesh2010,96.1,42.19,8.1,8.9,8.9,7.9,8.8,8.4,8,8.3,7.4,8.4,6.7,6.3
1006,Barbados2010,55.4,53.74,4.5,4.5,4.9,5.4,6.7,6.5,4.1,3.1,2.8,4,3.2,5.7
1007,Belarus2010,78.7,79.55,6.2,7.8,6.4,6.7,6.7,4.8,8.7,6.2,7.9,6.7,3.7,6.9
1008,Belgium2010,32,78.47,1.8,3,4.4,3.7,4.7,1.3,2.3,2.1,1.5,2.6,1.8,2.8
1009,Belize2010,68.7,73.2,5.7,4.6,4.9,6.2,7.1,6.7,6.2,5.8,3.8,6.5,5.1,6.1
1010,Benin2010,76.8,41.26,5.3,4.1,4.2,7.4,7.4,6.7,6.4,8.4,5.5,7.7,6.7,7
1011,Bhutan2010,87.3,63.13,5.8,7.7,7.7,7.5,8.5,7.1,6.9,7.3,7.9,7,7.3,6.6
1012,Bolivia2010,84.9,70.22,6.5,8.3,7.7,6.8,8.7,6.7,7.1,7.5,6.6,7.6,4.7,6.7
1013,Bosnia and Herzegovina2010,83.5,60.87,7.2,9.2,8.7,5.7,7.1,5.6,8,5.4,5.9,5.3,7.1,8.3
1014,Botswana2010,68.6,70.06,4,2.9,4.1,6.1,7.7,5.9,5.3,6.4,4.8,9,6.6,5.8
1015,Brazil2010,67.4,79.04,6.7,5.1,6.2,4,8.8,4.8,6.2,6,5.4,6.3,3.7,4.2
1016,Brunei Darussalam2010,67.6,65.45,5.9,7.4,6.6,3.7,7.8,3.8,7.7,3.5,6.9,5.4,4.2,4.7
1017,Bulgaria2010,61.2,79.75,5.1,4.6,4.5,5.3,6.1,5.8,6,5,4.6,4.5,3.9,5.8
1018,Burkina Faso2010,90.7,42.1,7.3,7.6,5.9,8,8.8,6.6,7.7,8.8,6.6,9.3,6.2,7.9
1019,Burundi2010,96.7,41.9,7.1,7.9,7.8,8.2,8.4,6.5,7.6,9,7.7,9.4,8.4,8.7
1020,Cambodia2010,88.7,49.43,6.4,7.7,6.9,7.7,7.1,7.9,8.7,8.3,7.7,8,5.3,7
1021,Cameroon2010,95.4,52.15,7.8,8.7,7.5,7,8.7,8.1,9,8,7.8,8.2,7.6,7
1022,Canada2010,27.9,83.95,1.2,2.4,3.1,2.5,4.5,2.1,1.5,1.5,1.9,3.2,2.5,1.5
1023,Cape Verde2010,77.2,52.25,5.5,6.1,4.4,7,6,8.2,7.2,7.4,6,7.7,4.1,7.6
1024,Central African Republic2010,106.4,44.06,9.7,9.1,8.9,8.4,9.2,6.1,9,9.2,8.8,9.1,9.3,9.6
1025,Chad2010,113.3,36.53,9.9,9.8,9.8,8.5,9.3,8.3,9.9,9.6,9.6,9.4,9.5,9.7
1026,Chile2010,38,78.88,2.3,1.5,3.4,4.6,4.5,2.5,1.8,4,3.4,4.1,2.6,3.3
1027,China2010,83,65.28,5.8,7.2,8,4.3,9,5.9,8.3,7,9,8.8,6.6,3.1
1028,Colombia2010,88.2,77.29,7.7,8,7.2,4.6,8.3,8.3,7.7,5.8,6.9,6.7,9,8
1029,Comoros2010,85.1,46.8,7.5,8,5.6,7.6,6.1,6.4,8.2,8.5,6.8,7.5,3.9,9
1030,Costa Rica2010,52,80.92,2.5,3.2,3.9,5.4,6.5,4.5,3.9,4.1,3.3,5.5,4.6,4.6
1031,Cote d'Ivoire2010,101.2,58.43,8.2,8.5,8.9,8,7.9,8.2,9,8.3,8.3,8.4,8,9.5
1032,Croatia2010,59,82.29,4.4,4.3,5.2,6.2,5.3,4.6,4.8,3.7,4.5,4.7,5.9,5.4
1033,Cuba2010,79.4,79.45,7.3,7.1,5.5,6.3,6.6,7.2,7,5,7.5,6.7,5.7,7.5
1034,Cyprus2010,68,79.18,5.3,7.9,7.6,4.3,7.6,5,5.2,3.4,3.6,4.8,4.5,8.8
1035,Czech Republic2010,41.5,84.38,2.1,3.3,3.4,4.4,4.1,4.3,3.4,3.6,3.3,3.3,2.8,3.5
1036,Denmark2010,22.9,88.73,1.5,1,3,3.1,2,1.8,1.1,1.3,1.3,2.8,1.7,2.3
1037,Djibouti2010,81.9,39.65,6,7.1,5.9,6.4,6.5,5.5,7.2,7.3,6.6,7.9,6.8,8.7
1038,Dominican Republic2010,76.8,76.07,5.6,6.8,5.8,5.9,7.8,8.3,5.6,6.9,6.5,6.5,5.1,6
1039,Ecuador2010,81.7,68,6.6,7.8,6.4,6.7,8,7.5,7.4,7,5.8,6.3,6.1,6.1
1040,Egypt2010,87.6,64.93,6.5,8.1,8.2,6.8,7.4,6,8.4,6.1,8.2,7.4,6.7,7.8
1041,El Salvador2010,78.1,68.62,6.7,4.5,5.9,6.6,7.9,7.1,6.8,7,6.7,8.1,5.7,5.1
1042,Equatorial Guinea2010,88.5,68.95,8.4,8.4,6.8,4.7,8.8,7.4,9.6,8.4,9.4,8.4,2.3,5.9
1043,Eritrea2010,93.3,34.36,7.6,7.9,6.1,8.6,6.2,7.1,8.8,8.6,8.4,8.7,7.2,8.1
1044,Estonia2010,50.7,86.72,2.6,5.5,5,5,5.2,4.1,4.5,3.3,3.3,4.5,4.2,3.5
1045,Ethiopia2010,98.8,41.48,7.8,9,8.6,8,8.5,7.5,7.7,8.1,8.7,9.2,7.8,7.9
1046,Fiji2010,80.5,73.66,6.8,8.2,7.4,6.7,7.5,6.6,8.9,5.5,6.7,5.9,4.2,6.1
1047,Finland2010,19.3,90.37,1,1,1.2,3,1.7,2.2,0.7,1.2,1.5,2.3,1.7,1.8
1048,France2010,34.9,86.13,1.6,2,5.6,3.6,5.3,1.8,1.8,1.5,2.7,3.7,3.1,2.2
1049,Gabon2010,75.3,67.28,5.7,7.2,3,5.9,7.9,6.4,7.8,6.6,6.4,7,5.9,5.5
1050,Georgia2010,90.4,62.35,8,9.1,8.4,6.5,7.2,5.8,9,6.4,7.3,6.2,7.8,8.7
1051,Germany2010,35.4,84.12,2.2,2,4.7,3.6,4.7,2.6,2.1,1.7,2.3,3.3,4,2.2
1052,Ghana2010,67.1,57.37,2.6,4.2,5.2,5.8,6.4,7.9,5.1,7.6,4.7,7.1,5.3,5.2
1053,Greece2010,45.9,82.58,3.4,2.4,4.2,4.3,4.6,4.5,4.6,3.7,3.4,4.5,2.8,3.5
1054,Grenada2010,67,61.6,5.4,5.8,4.2,6.1,6.7,7.6,6.4,3.9,4.6,5.8,2.9,7.6
1055,Guatemala2010,81.2,68.76,7.2,6.3,6.8,6.9,8,6.7,7.1,6.8,6.9,7.4,5.6,5.5
1056,Guinea2010,105,52.45,9.4,9.3,8.2,8.9,8.7,8.6,9.8,9,9.5,8.3,7.5,7.8
1057,Guyana2010,73,69.08,6.6,5.1,6.2,6.9,7.7,8,6.8,5.3,5.2,6.1,3.6,5.5
1058,Haiti2010,101.6,41.12,8.2,8.4,7.3,9.2,8.3,8.6,9.3,9.5,8.3,9.3,5.6,9.6
1059,Honduras2010,80,68.46,7,6.8,5,7.5,8.3,6.5,7.5,6.9,6.3,7.6,4.1,6.5
1060,Hungary2010,50.1,80.86,2.2,5,3.2,5.4,5.9,4.8,5.7,3.6,3.3,3.3,3.1,4.6
1061,Iceland2010,29.8,89.93,1.1,2,1,7.2,2.3,3,2,1.5,1.9,0.8,1.1,5.9
1062,India2010,79.2,53.84,7.6,6.2,7.8,5.1,8.7,6.5,5.8,7.2,6.1,8.1,5.2,4.9
1063,Indonesia2010,83.1,63.86,7.3,7.1,6.3,6.7,7.9,7.3,6.9,6.7,6.5,7.2,6.5,6.7
1064,Iran2010,92.2,64.04,8.9,9.5,8.1,5.5,7.3,7.1,9,5.9,9.4,6.4,8.3,6.8
1065,Iraq2010,107.3,62.07,9.5,9.6,9.3,7.6,8.8,9.3,9,8.4,9.1,8.5,8.7,9.5
1066,Ireland2010,22.4,87.88,1.4,1.5,1,3.3,2.8,2,1.6,2.4,1.5,2,1.6,1.3
1067,Italy2010,45.7,83.38,4.2,4,4.8,4.7,4.5,2.8,4.5,3.1,3,4,3.9,2.2
1068,Jamaica2010,67.4,76.46,5.8,4,4.5,6.8,6.5,6.4,6.8,6.2,5.5,6,2.8,6.1
1069,Japan2010,31.3,79.61,2.1,2.2,3.6,3.5,2.6,2.1,1.8,1.3,3.2,4,1.2,3.7
1070,Jordan2010,77,69.79,5.9,6.5,6.9,6.2,7.2,4.8,5.9,5.2,7,6.8,7.9,6.7
1071,Kazakhstan2010,72.7,71.77,6.3,7.6,5.7,6.7,6.2,4.1,7.5,5.5,7.1,5.8,4,6.2
1072,Kenya2010,100.7,60.22,7.5,8.7,8.9,7.4,8.7,7.9,9.3,8.1,8,9.1,8.7,8.4
1073,Kuwait2010,61.5,55.86,4.9,7.2,5.1,3.8,6.1,4.1,6,3.1,6.5,5.5,4.1,5.1
1074,Kyrgyz Republic2010,88.4,72.13,7.6,7.4,7.4,7.9,7.9,7.3,8.4,6.3,7.6,7.8,5.2,7.6
1075,Laos2010,88.7,49.26,7.4,8.5,6.8,7.3,5.8,6.7,8.3,8.1,8.7,7.9,5.9,7.3
1076,Latvia2010,55.4,84.27,3,4.3,4.6,6.3,6,5,5.4,4.2,3.5,4.3,4.3,4.5
1077,Lebanon2010,90.9,67.16,8.9,8.8,9,6.1,7.2,7,7.3,6,6.8,6.8,8.9,8.1
1078,Lesotho2010,82.2,45.1,5.9,7.2,5.2,8.7,5.7,6.7,7.2,8.5,6.3,9.2,4.8,6.8
1079,Liberia2010,91.7,41.77,6.7,8.1,6.3,8,8.3,6.7,7.1,8.5,6.5,8.4,8.2,8.9
1080,Libya2010,69.1,61.9,5.2,7.1,5.8,5.3,6.9,4.2,7.3,4.2,8.3,5.7,4.3,4.8
1081,Lithuania2010,47.8,82.7,2.2,3.2,4,5.7,6,5,3.9,3.2,3.3,4.3,2.9,4.1
1082,Luxembourg2010,27.3,86.24,2.1,3.6,3.2,2.8,2.3,1.2,2.7,2.2,1.3,1.9,1.7,2.3
1083,Macedonia2010,72.7,73.89,5.6,6.5,7.6,6.6,7.1,6.7,6.9,4.6,5.1,4.8,4.6,6.6
1084,Madagascar2010,82.6,34.52,6.4,7.7,5.4,7.2,7.7,5.3,7.1,8.6,5.8,8.6,4.8,8
1085,Malawi2010,93.6,45.27,5.4,7.8,6.2,9.2,8.3,8.4,8.1,8.6,7.3,9.2,6.5,8.6
1086,Malaysia2010,69.2,78.1,5.9,6.3,6.6,5.1,7,3.9,5.9,5,6.8,6.3,5,5.4
1087,Maldives2010,78.3,55.86,6.1,7.4,5.2,7,5.3,7.1,7.3,7.1,7.3,6.3,6.4,5.8
1088,Mali2010,79.3,38.83,7,4,6.3,8.1,7,7.5,5.4,8.5,5,8.7,4.8,7
1089,Malta2010,48.2,86.25,4,2,4.2,4.2,4.4,4.1,4.1,3.2,3.7,3.7,5.8,4.8
1090,Mauritania2010,89.1,43.62,7.9,7.9,8,7.7,6.8,5.2,7.5,8.3,7.3,8.5,6.4,7.6
1091,Mauritius2010,44.4,72.68,3.7,3.3,3.5,4.1,5.7,2.6,5.1,4.2,3.7,3.7,1.2,3.6
1092,Mexico2010,76.1,72.9,7.5,5.5,5.8,6.5,8,6.8,6.6,5.8,5.8,6.8,4.1,6.9
1093,Moldova2010,83.8,74.81,7.8,8,6.9,7,6.8,7.8,7.9,6.7,6.8,6.4,4.3,7.4
1094,Mongolia2010,60.1,62.4,4.8,5.3,4.3,5.7,5.9,2.3,6.2,5.3,6.4,5.6,1.4,6.9
1095,Montenegro2010,57.3,75.6,4.5,5.9,6.6,4.9,4.4,2.7,4.5,3.8,5.3,4.9,4.2,5.6
1096,Morocco2010,77,71.92,5.4,6.2,6.6,6.5,7.6,6.4,7.2,6.6,6.8,6.8,6.6,4.3
1097,Mozambique2010,81.7,39.26,6.2,5.4,4.8,7.8,7.5,7.8,7.5,8.9,7.3,8.8,3.5,6.2
1098,Myanmar2010,99.4,49.69,8.2,8.2,8.7,8.2,9.3,6.3,9.6,8.5,9.1,8.5,8.3,6.5
1099,Namibia2010,74.5,68.77,5.6,3.7,5.6,6.5,8.9,7.5,4.8,6.9,5.8,7.5,5.7,6
1100,Nepal2010,95.4,48.48,7.7,8.5,9.2,8.3,9,6.2,8.1,7.6,8.7,8.1,7,7
1101,Netherlands2010,27.9,80.49,1.1,1.7,4.7,3,3.2,1.9,1.2,1.5,1.3,2.7,3.2,2.4
1102,New Zealand2010,23.9,86.1,1.1,1.2,3.3,4,4.3,2.1,1,1.6,1.5,1.5,1.4,0.9
1103,Nicaragua2010,82.5,63.39,6.5,7,6.3,7.9,7.9,6.9,7.6,7.6,6.2,6.8,5,6.8
1104,Niger2010,97.8,34.89,7.3,7.6,8,9.2,7.8,6.5,8.9,9.7,8.5,9.6,6.5,8.2
1105,Nigeria2010,100.2,55.34,9.3,9.4,9.5,6.9,9.3,8.1,9.4,9.1,8.8,8.4,5.8,6.2
1106,Norway2010,18.7,87.04,1.2,1.1,1.3,2.6,2.4,1.2,0.8,1.1,1.6,1.7,1.6,2.1
1107,Oman2010,48.7,58.94,5.2,6.6,3,4.5,2.7,1.7,6,4.5,6.7,4.7,1.1,2
