,country,FSI,EPI,C1,C2,C3,E1,E2,E3,P1,P2,P3,S1,S2,X1
666,Angola2012,85.1,80.86,5.9,7,6.5,4.8,9.1,5.6,8.2,8.3,7.6,8.9,6.9,6.4
667,Antigua and Barbuda2012,58.9,79.64,4.9,3.7,4.1,4.8,5.6,7.9,5.8,4.3,4.8,4.9,2.7,5.5
668,Argentina2012,46.5,79.61,3,3,4.7,4.1,6.3,3.3,4.3,3.8,3.8,4.4,2.3,3.5
669,Armenia2012,72.2,79.61,5.2,7,5.7,5.6,5.9,6.3,6.8,4.7,6.8,5.2,6.8,6.1
670,Australia2012,29.2,90.51,2,1.6,3.9,2.6,3.6,1.4,1.3,2.1,2.2,4.4,3,1.1
671,Austria2012,27.5,90.48,1.4,2.4,4,2,4.1,1.9,1.3,1.8,1.8,2.6,2.3,1.9
672,Azerbaijan2012,79.8,90.32,6.7,7.8,7.2,5.2,6.6,5.1,8,5.4,7.3,5.6,7.6,7.2
673,Bahrain2012,62.2,90.06,6,7,7.3,3.1,5.7,2.8,7.5,2.7,7,4.6,2.6,5.9
674,Bangladesh2012,92.2,89.57,7.6,8.9,8.9,7.4,8.1,7.8,8.2,7.8,6.8,8,6.8,5.9
675,Barbados2012,52,90.17,4.2,4.2,4.4,5.3,6,6.5,3.6,3,2.8,4.1,2.6,5.3
676,Belarus2012,76.6,89.93,6,8,6.5,6.5,6,4.2,9,5.5,8.3,6,3.3,7.3
677,Belgium2012,33.5,88.14,2.3,4,4.1,3.6,4.1,1.9,2.4,2.5,1.8,2.6,1.9,2.3
678,Belize2012,67.2,89.09,5.5,4.3,4.4,5.4,6.9,7,6,5.9,3.9,6.8,5.1,6
679,Benin2012,78.6,89.16,6,6.4,3.6,7.6,6.9,6.3,6.4,8.3,5.4,8,6.8,7
680,Bhutan2012,82.4,53.58,5.9,7.5,7.6,6.6,7.8,6.5,6.3,6.6,7.3,6.7,6.6,7
681,Bolivia2012,82.1,55.08,6.5,8,7.4,6.5,8.8,6.1,7.1,6.8,6.5,7.5,4.3,6.6
682,Bosnia and Herzegovina2012,77.9,55,6.7,8.7,8,5.5,6.5,5.8,7,4.7,6.1,4.7,6.5,7.7
683,Botswana2012,66.5,53.74,3.8,3.3,4.8,6.5,7.7,5.3,4.7,5.9,4.7,8.6,6.1,5.1
684,Brazil2012,64.1,53.98,6.2,4.9,6.2,3.6,8.4,4.2,5.6,5.5,5,7,3.9,3.6
685,Brunei Darussalam2012,64.1,53.75,5.6,7.4,6.2,3.1,7.8,4.3,7.4,2.9,6.6,4.8,3.6,4.4
686,Bulgaria2012,56.3,53.84,4.6,5.3,4.9,5,5.4,5.2,5.1,4.3,4,4,3.3,5.2
687,Burkina Faso2012,87.4,53.91,7.1,7.3,5.2,7.7,8.2,6,8,8.4,7,8.9,5.9,7.7
688,Burundi2012,97.5,53.9,7.4,7.9,8,8.8,7.9,5.9,8.3,8.5,8.1,8.8,8.9,9
689,Cambodia2012,88.7,53.86,6.5,8,7.3,6.9,7.1,7.7,8.2,8.3,7.7,7.5,5.9,7.7
690,Cameroon2012,93.1,65.85,7.9,9.2,7.5,6.5,8.1,7.5,8.9,8.1,7.8,8.2,7,6.5
691,Canada2012,26.8,65.9,1.8,2.5,3,2.1,3.8,2.4,1,2.2,1.9,2.7,2.2,1.1
692,Cape Verde2012,74.7,65.61,5.7,5.7,4.2,6.6,6.6,8.4,6.6,6.6,5.4,7,4,7.9
693,Central African Republic2012,103.8,64.45,9.6,9.1,8.5,8,8.7,5.6,8.9,9.1,8.5,8.8,9.7,9.3
694,Chad2012,107.6,64.42,8.9,9.8,9.1,8.3,8.6,7.7,9.8,9.5,9.3,9.3,9.5,7.8
695,Chile2012,43.5,63.9,2.8,1.4,3.8,4.6,5.5,3.1,3.7,4.5,3.2,4.6,2.7,3.5
696,China2012,78.3,63.86,6,6.9,7.9,3.9,8.3,5.3,7.9,6.3,8.6,7.9,5.9,3.5
697,Colombia2012,84.4,62.79,7,7.7,7.2,4,8.4,7.6,7.4,5.9,7,6.4,8.4,7.4
698,Comoros2012,83,62.37,7.5,7.5,5.3,7.9,6.1,6.9,7.7,7.9,6.3,7.3,4.2,8.4
699,Costa Rica2012,49.7,62.58,2.8,3.5,4.4,4.6,6.4,3.8,3.2,4.5,2.7,4.6,4,5.2
700,Cote d'Ivoire2012,103.6,66.32,8.9,9.9,9,7.4,7.7,7.6,9.6,8.3,8.3,7.9,9,10
701,Croatia2012,56.3,64.84,4.7,4.7,5.6,5.4,4.7,4.7,4.2,3.2,4.6,4,5.2,5.3
702,Cuba2012,73.1,64.82,6.6,6.9,4.8,5.5,5.9,6.6,6.4,5,7.4,6,5,7
703,Cyprus2012,66.8,63.85,5,7.9,7.3,5.4,7,5,5.2,3.1,3.3,4.1,4.7,8.8
704,Czech Republic2012,39.5,64.22,2.1,3.8,3.5,4.3,3.5,3.7,3.5,3.6,2.7,2.8,2.5,3.5
705,Denmark2012,23,63.9,1.8,1,3,2.2,1.8,2.2,0.8,1.7,1.5,2.8,1.9,2.3
706,Djibouti2012,83.8,64.04,6.5,7.5,6.5,6.6,7.1,4.9,7.5,7.2,6.8,8.3,6.9,8
707,Dominican Republic2012,74.1,64,5.5,6.5,5.8,5.8,7.2,7.6,5.7,6.5,6,6.5,5.2,5.9
708,Ecuador2012,80.1,64.72,6.5,8.2,6.9,5.9,7.7,7.1,7.5,7.2,5.2,5.6,6,6.3
709,Egypt2012,90.4,64.67,7,8.8,8.8,7.1,7.4,5.7,9.2,5.9,9,7.1,6.4,8
710,El Salvador2012,74.4,63.97,6.7,4.3,6,6,7.3,7.2,6.2,6.6,6.4,7.7,5.2,4.8
711,Equatorial Guinea2012,86.3,62.26,7.8,8.2,6.6,4.8,8.8,6.9,9.4,7.8,9.1,8.2,3,5.7
712,Eritrea2012,94.5,61.54,7.8,8.1,6.4,8.6,6.9,7.1,8.4,8.2,8.7,8.6,7.1,8.5
713,Estonia2012,47.5,60.26,3.2,5.5,5.7,3.8,4.6,4.2,3.8,3,2.7,3.8,3.6,3.6
714,Ethiopia2012,97.9,60.7,8.1,8.7,8.1,7.4,7.9,7,7.2,8.4,8.6,9.6,8.7,8.2
715,Fiji2012,80.5,60.56,7,7.9,7.6,7,7.7,7.3,8.8,5.2,7,5.1,3.3,6.6
716,Finland2012,20,62.07,1.3,1.2,1.4,2.9,1.3,2.6,0.8,1.8,1.4,2.2,1.9,1.2
717,France2012,33.6,63.02,2.2,1.9,5.6,3.9,4.6,1.8,1.9,1.8,2.7,3,2.5,1.7
718,Gabon2012,74.6,61.67,5.7,7.1,3.3,5.7,7.6,5.8,7.8,6.9,6.8,6.5,5.9,5.5
719,Georgia2012,84.8,62.97,7.6,9.1,8.3,6.3,6.6,5.2,8.5,5.7,6.7,5.5,7.2,8.2
720,Germany2012,31.7,86.6,2.5,2.1,4.4,2.6,4.1,2.5,1.7,1.8,2,2.5,3.9,1.7
721,Ghana2012,67.5,87.51,3.3,4.7,5.2,6,6.2,7.6,4.8,7.6,4.5,6.7,5.2,5.7
722,Greece2012,50.4,87.9,4,2.5,4.8,5.9,4.6,4.7,5.4,4.2,3.3,3.8,2.3,4.8
723,Grenada2012,65,87.83,5.3,5.6,3.9,6,6.2,8.2,6.2,3.9,4,5.5,2.9,7.4
724,Guatemala2012,79.4,87.89,7.3,6,7.1,6.1,7.6,6.8,6.8,6.7,6.7,7,5.9,5.4
725,Guinea2012,101.9,87.85,9.4,9.2,7.9,8.9,8.1,8,9.5,8.6,8.7,8.3,8,7.3
726,Guyana2012,71.4,87.88,6.1,5.1,6.2,6.1,7.1,8.6,6.5,5.7,4.7,6.1,3.5,5.7
727,Haiti2012,104.9,87.69,8.2,9,7,9.5,8.6,8.8,9.3,9.3,7.7,9.5,8.1,9.7
728,Honduras2012,78.5,87.26,7,6.3,5.6,7.2,8.1,6.9,7,6.7,6.2,7.3,3.6,6.6
729,Hungary2012,48.3,86.85,2.6,4.7,3.8,5.9,5.2,4.2,5.8,3.4,3.2,2.8,2.8,4
730,Iceland2012,29.1,84.48,1.3,1.8,1,5.7,1.9,3.1,1.7,1.9,1.6,1.9,1.3,5.7
731,India2012,78,83.48,7.5,6.8,7.9,5.5,8.4,5.9,5.5,6.9,5.8,7.3,5.5,5
732,Indonesia2012,80.6,84.63,7.1,7,7.1,6,7.2,6.6,6.7,6.2,6.8,7.4,6.3,6.2
733,Iran2012,89.6,83.46,8.3,9.3,8.6,6.4,6.7,6.4,8.8,5.3,8.9,5.8,7.6,7.4
734,Iraq2012,104.3,83.99,9.9,9.6,9.7,7.7,8.7,8.6,8.4,7.8,8.3,8,8.5,9
735,Ireland2012,26.5,83.62,1.7,1.4,1.6,3.8,2.7,3,2.2,2.2,1.3,2.5,1.7,2.4
736,Italy2012,45.8,83.38,4.9,4.8,5,4.6,3.8,2.9,5,2.7,3.2,3.3,3.6,2
737,Jamaica2012,65.8,82.03,6.2,3.7,4,6.6,6.2,7,6.4,5.6,5.2,5.9,3.1,6
738,Japan2012,43.5,81.87,2,2.6,3.8,4,2,2.1,2.5,5,3.2,8.3,4,4
739,Jordan2012,74.8,81.76,5.7,6.3,7,6.4,6.8,4.4,6.3,4.6,7.1,6.5,7.3,6.5
740,Kazakhstan2012,70.9,77.02,6.3,7.7,6.5,6.5,5.6,3.5,7.5,5.4,7.1,5.6,3.5,5.6
741,Kenya2012,98.4,77.11,7.6,9,8.9,7.3,8.2,7.7,8.6,8.1,7.4,8.9,8.4,8.4
742,Kuwait2012,58.8,77.09,4.7,7.2,4.6,3.7,5.6,4,6.5,2.9,6.5,4.9,3.5,4.7
743,Kyrgyz Republic2012,87.4,77.01,7.4,8.3,8.4,7.9,7.3,6.7,8.7,5.4,7.8,6.5,5.3,7.6
744,Laos2012,85.5,76.88,6.9,8.6,6.3,6.7,5.8,7.1,8.3,7.4,8.2,7.8,5.5,6.9
745,Latvia2012,51.9,76.18,3.6,4.3,5.2,5.3,5.4,4.5,4.8,3.7,3.5,3.9,3.6,4.1
746,Lebanon2012,85.8,76.46,8.4,9.1,8.4,5.5,6.5,6.3,7.5,5.5,6.5,6.2,8.2,7.7
747,Lesotho2012,79,76.3,5.5,7,4.7,8.6,6.4,6.5,6.3,8,5.7,8.7,4.6,6.9
748,Liberia2012,93.3,76.21,7,8.4,6.5,8.6,7.7,6.7,6.9,8.8,6.1,8.4,8.9,9.3
749,Libya2012,84.9,76.16,9,8,7,5.5,7,3.9,8.1,7.6,9,5.8,5.1,9
750,Lithuania2012,44.2,80.59,2.8,2.8,4,5,5.4,4.4,3.5,3.1,2.9,3.8,2.9,3.5
751,Luxembourg2012,25.5,81.24,2.3,3.4,2.8,1.8,1.8,1.8,2.2,1.6,1.3,2,2.1,2.3
752,Macedonia2012,69.1,81.4,5.7,6.7,7.6,5.9,6.5,6.4,6.4,4.2,4.6,4.2,4.9,5.9
753,Madagascar2012,82.5,80.6,6.9,7.8,5.2,7.9,7.6,5.2,7.3,8.3,6,8,4.4,8
754,Malawi2012,88.8,80.68,5.1,7.6,5.7,8.5,7.7,7.8,8,7.9,7.1,8.8,6.2,8.4
755,Malaysia2012,68.5,79.55,6.3,6.8,6.4,4.6,6.4,4.4,6.5,4.8,7.4,5.7,4.5,4.7
756,Maldives2012,75.1,79.61,5.7,7.6,4.9,6.4,4.7,6.5,7.9,6.6,7.5,5.7,5.6,6.1
757,Mali2012,77.9,80.17,7.1,4.5,6,7.5,6.4,7.3,5.3,8,4.6,8.8,5.5,7
758,Malta2012,43.8,80.17,3.7,2,4,3.8,3.8,4.4,4,2.6,3.2,3.1,5.1,4.1
759,Mauritania2012,87.6,80.43,7.7,8.1,7.5,7.6,6.3,5.4,7.6,7.9,7.3,8,6.5,7.6
760,Mauritius2012,44.7,72.24,3.6,3.2,3.5,4.2,5.1,3.3,4.4,3.9,3.8,3.6,1.9,4.3
761,Mexico2012,73.6,70.7,7.7,5.2,5.8,5.7,7.5,6.2,6.6,6.1,6.2,6,4.2,6.4
762,Moldova2012,78.7,70.25,7.5,8,6.3,6.2,6.2,7.2,7.4,6,6.2,5.8,4.7,7.2
763,Mongolia2012,58.7,69.57,4.7,5.5,3.7,5.2,6,2.2,5.6,5.6,5.7,5.8,1.9,6.8
764,Montenegro2012,55.5,69.34,4.9,6.2,6.5,4.9,3.8,2.7,4.5,3.9,4.7,4.2,4.2,5
765,Morocco2012,76.1,69.39,6.6,6.6,6.8,5.6,7.2,6.7,6.6,6.2,6.4,6.1,6.2,5.2
766,Mozambique2012,82.4,69.79,6.8,5.6,4.9,7.9,7.7,7.5,7.3,8.3,6.7,8.9,4.3,6.5
767,Myanmar2012,96.2,69.54,7.5,8.6,8.7,7.6,8.7,5.7,9.4,8.4,8.6,7.9,8.2,6.9
768,Namibia2012,71,69.34,5.2,3.5,5.6,6.4,8.5,6.8,4.4,6.6,5.2,7.1,5.3,6.3
769,Nepal2012,93,70.18,7.5,8.2,9,7.6,8.4,5.6,8,7.4,8.2,7.9,7.7,7.4
770,Netherlands2012,28.1,73.29,1.7,2.4,4.1,3.3,2.6,2.5,1,1.8,1.3,2.9,2.7,1.8
771,New Zealand2012,25.6,72.84,1.4,1.1,3.8,3.9,3.7,2.7,0.8,2.1,1.5,2.4,1.4,0.8
772,Nicaragua2012,79.6,72.94,5.9,6.8,6.2,6.9,8.2,7.5,7.4,7,5.7,6.5,4.3,7
773,Niger2012,96.9,71.69,8.2,8.6,7.7,8.6,7.6,6,8.4,9.2,7.9,9.3,6.9,8.4
774,Nigeria2012,101.1,72.17,9.2,9.8,9.7,7.5,8.9,7.6,9.1,9.1,8.6,8.4,6.5,6.6
775,Norway2012,23.9,71.96,3,1.2,3.6,2.4,1.8,1.5,0.8,1.7,2.2,2.3,1.8,1.6
776,Oman2012,51.7,71.77,5.6,6.6,2.7,4.3,3.3,1.5,6.2,4.7,7.2,5.1,1.8,2.7
777,Pakistan2012,101.6,71.52,9.3,9.1,9.6,7.2,8.2,7.2,8.3,7,8.6,8.5,9,9.4
778,Panama2012,56.1,71.38,5.4,2.5,4.9,4.3,7.5,4.8,4.6,5.1,4.4,5.8,3.6,3.3
779,Papua New Guinea2012,83.7,71.36,6.3,7.1,6.9,6.6,8.8,7.2,7.6,8.6,6.1,7.4,4.8,6.1
780,Paraguay2012,70.9,62.49,6.1,7.7,6.2,5.6,8.3,5.2,7.6,5.8,6.1,6,2.2,4.2
781,Peru2012,73.5,62.55,6.9,6.6,7.1,4.6,8,6.4,7.1,6.6,4.9,6.1,4.4,4.8
782,Philippines2012,83.2,62.28,8.4,8,7.6,5.3,6.8,6.5,7.9,6.3,7,7.3,6.2,5.8
783,Poland2012,44.3,60.64,2.8,3.6,3.8,4,4.4,5.3,3.7,3.1,3.2,3.8,3,3.6
784,Portugal2012,34.2,60.72,1.9,1.4,2.3,5.3,3.7,2.9,2,3.8,3,3.1,1.8,3
785,Qatar2012,48,60.45,2.8,5,4.9,3.2,4.8,2.8,5.9,2.3,5.3,4.2,2.4,4.3
786,Romania2012,59.5,60.22,4.4,5.2,6,6,5.6,5,6.3,4.4,4.2,4.6,2.9,4.9
787,Russia2012,77.1,59.47,8.2,8,7.9,4,7.3,5.4,7.9,5,8.1,6,5,4.3
788,Rwanda2012,89.3,59.64,5.5,7.9,8.5,6.8,7.4,7,6.8,7.5,8,8.6,7.6,7.7
789,Samoa2012,68.5,59.43,5.5,5.1,4.8,5.4,6.3,8.6,6,4.8,4.4,6.7,2.6,8.3
790,Sao Tome and Principe2012,73.9,64.41,5.8,6.3,4.8,7.4,6.1,7.6,6.7,6.7,4.6,6.8,4,7
791,Saudi Arabia2012,73.4,62.95,7.2,7.9,7.7,3.4,6.7,2.9,7.6,4.3,8.6,5.8,5.5,5.9
792,Senegal2012,79.3,63.02,6.3,6.3,6,6.9,6.9,6.3,6,7.5,6.5,7.8,6.7,6
793,Serbia2012,75,62.85,6.4,8,7.9,6.2,6.2,4.7,6.6,4.6,5.8,5,6.3,7.3
794,Seychelles2012,65.1,58.14,6.1,5.7,4.8,4.9,6.9,5.2,6.3,3.8,5.5,5.5,3.6,6.8
795,Sierra Leone2012,90.4,56.04,5.7,7.9,6.2,8.3,8.2,7.7,7.6,8.7,6.4,8.9,7.8,7.1
796,Singapore2012,35.6,55.86,1.8,4,3,3.3,3.7,3.1,3.5,2.2,5,2.6,0.9,2.5
797,Slovenia2012,34,57.16,2.8,1.6,3.3,3.5,4.4,3.5,2.7,2.4,2.8,2.8,1.5,2.6
798,Solomon Islands2012,85.6,57.23,6.7,8,6.8,7.9,8.3,5.4,7.6,7.8,6.2,7.6,4.8,8.5
799,Somalia2012,114.9,58.39,10,9.8,9.6,9.7,8.1,8.6,9.9,9.8,9.9,9.8,10,9.8
800,South Africa2012,66.8,73.13,4.8,5.9,5.6,5.6,8.2,4,5.2,5.8,4.5,8.1,6.4,2.8
801,South Korea2012,37.6,73.19,2,3.6,3.4,2.3,2.6,4.2,3.2,2.2,2.8,3,2.5,5.7
802,Spain2012,42.8,72.88,4.4,5.6,5.7,5,4.4,2.3,2.6,2.9,2.5,3.1,2.6,1.7
803,Sri Lanka2012,92.2,72.24,8.2,9.2,9.1,5.6,8.1,7.1,8.1,5.8,8.7,7.1,8.7,6.5
804,Sudan2012,109.4,72.41,9.7,9.9,10,7.3,8.8,8.3,9.5,8.5,9.4,8.4,9.9,9.5
805,Suriname2012,71.2,72,5.8,5.8,6.1,6.6,7.5,7.3,6.4,5,5.3,5.8,3.2,6.4
806,Swaziland2012,83.5,72.13,6.3,7,3.6,8.3,7,5.8,8.6,7.7,8.3,8.9,4.6,7.4
807,Sweden2012,21.3,71.46,2.5,1.8,1,1.6,1.9,1.8,0.8,1.8,1.6,2.6,2.6,1.3
808,Switzerland2012,23.3,71.35,1.7,1,3.2,2.2,2.6,2.2,0.9,1.7,2,2.4,1.8,1.7
809,Syria2012,94.5,70.96,8.5,8.7,9.2,6.3,7.5,6,9.5,7,9.4,5.5,9,7.9
810,Tajikistan2012,85.7,50.29,7.1,8.3,6.9,7.7,6.5,5.7,8.8,6.6,8.5,7.3,5.6,6.7
811,Tanzania2012,80.4,50.04,5.8,5.7,5.8,6.9,5.9,6.1,6.5,8.5,6.5,8.2,7.1,7.4
812,Thailand2012,77,49.71,7.3,8.8,7.8,4,6.9,4,6.5,4.7,7.2,8.2,6.7,4.9
813,Timor-Leste2012,92.7,48.35,8.3,8.3,6.8,8,7,6.1,8.5,8.4,6.3,8.4,7.7,8.9
814,Togo2012,87.5,48.48,7.3,7.5,5.1,7.7,7.6,6.9,8.2,8.2,7.4,8.1,6.8,6.8
815,Trinidad and Tobago2012,64.4,48.24,6,5.6,4.4,4.7,6.6,7.7,5.9,5.1,5.5,5.5,2.9,4.5
816,Tunisia2012,74.2,49.26,7.5,7.8,5.6,5.5,6.3,5.2,7.8,5,8.3,5.2,4,6
817,Turkey2012,76.6,47.55,7.7,7.5,8.6,5.6,7.1,4.2,6.2,6,5.3,6,6.5,5.9
818,Turkmenistan2012,77.4,47.48,7.2,7.7,6.4,5.7,6.8,4.8,9,6.4,8.4,6.2,3.9,4.9
819,Uganda2012,96.5,47.09,8.3,8.7,7.7,7.5,8.1,6.9,8,8.6,7.8,8.8,8.2,7.9
820,Ukraine2012,67.2,85.71,4.3,8,6.2,5.7,5.6,6,7.7,3.9,5.4,5,2.9,6.5
821,United Arab Emirates2012,48.9,85.93,3.2,3.6,4.3,3.9,5.1,2.7,6.4,3.1,5.9,4.1,2.8,3.8
822,United Kingdom2012,35.3,86.03,3,3.6,4.7,3.7,3.9,2.4,1.9,2.6,2.1,2.8,3,1.6
823,Uruguay2012,40.5,85.1,4,2.7,2.7,3.8,4.6,5,2.2,3.4,2.6,4.1,1.8,3.7
824,Uzbekistan2012,87.5,85.39,8.2,8.7,7.7,7.1,7.9,6,8.7,5.7,9.1,7,5.7,5.7
825,Venezuela2012,77.3,84.74,6.7,7.3,6.7,5.9,7.2,6.1,7.9,6.3,7.7,5.7,4.5,5.2
826,Yemen2012,104.8,84.27,9.7,9.8,9,8.7,8.4,7,9.1,9,8.4,8.8,8.7,8.3
827,Zambia2012,85.9,82.98,5.3,6,6.3,8.1,7.7,7.1,8,7.7,6.4,9.1,7.3,7
828,Zimbabwe2012,106.3,83.26,8.7,9.8,8.7,8.9,8.9,9,9.4,9.1,8.9,9,8.4,7.5
829,Afghanistan2011,107.5,83.81,9.8,9.4,9.3,8,8.4,7.2,9.7,8.5,8.8,9.1,9.3,10
830,Albania2011,66.1,69.14,5.4,6.3,5.1,5.9,5.4,6.8,6.4,5,5,5.5,3.1,6.3
831,Algeria2011,78,66.46,7.2,6.8,7.8,5.2,6.8,5.7,7.1,6.1,7.5,6.4,6.1,5.3
832,Angola2011,84.6,66.49,6.2,7,6.2,4.5,8.8,5.9,8.5,8.2,7.5,8.6,6.6,6.7
833,Antigua and Barbuda2011,59.9,67.78,4.9,3.7,4.1,5.1,5.9,7.6,5.8,4.3,4.5,5.2,3,5.8
834,Argentina2011,46.8,68.59,2.7,3,4.9,4.4,6,3.5,4,3.5,4,4.4,2.6,3.8
835,Armenia2011,72.3,67.49,5.2,7,6,5.3,6.2,6.6,6.6,5,6.5,5.5,6.6,5.8
836,Australia2011,28.1,67.16,1.7,1.6,3.6,2.9,3.9,1.6,1.6,1.8,1.9,3.3,2.8,1.4
837,Austria2011,27.3,65.76,1.1,2.4,3.8,2.3,4.4,1.6,1.2,1.6,1.5,2.6,2.6,2.2
838,Azerbaijan2011,81.9,65.37,7,7.8,7.5,5.5,6.9,5.4,7.7,5.7,7.2,5.8,7.9,7.5
839,Bahrain2011,59,65.44,4.8,6.6,6.8,3.4,6,3.1,6.9,2.7,5.9,4.5,2.9,5.3
840,Bangladesh2011,94.4,47.17,7.9,8.9,9.2,7.7,8.4,8.1,8,8,7.1,8.3,6.5,6.2
841,Barbados2011,52.8,46.52,4.2,4.2,4.4,5,6.3,6.8,3.9,2.9,2.5,4.3,2.9,5.4
842,Belarus2011,77.6,45.38,6.3,8,6.8,6.2,6.3,4.5,8.8,5.8,8,6.3,3.6,7
843,Belgium2011,34.1,43.23,2,4,4.4,3.6,4.4,1.6,2.7,2.5,1.6,2.5,2.1,2.6
844,Belize2011,67.7,43.65,5.5,4.3,4.4,5.7,6.8,7,6,5.8,3.8,6.7,5.4,6.3
845,Benin2011,80,44.3,6,5,3.9,7.9,7.2,6.6,6.7,8.5,5.7,8.1,7.1,7.3
846,Bhutan2011,85,45.1,6.2,7.5,7.8,6.9,8.2,6.8,6.6,6.9,7.6,6.6,6.9,7
847,Bolivia2011,82.9,43.54,6.5,8,7.7,6.5,8.9,6.4,6.8,7.1,6.3,7.2,4.6,6.9
848,Bosnia and Herzegovina2011,80.9,43.46,7,9.2,8.4,5.2,6.8,5.9,7.6,5,6.1,5,6.8,8
849,Botswana2011,67.9,42.95,4.1,3.3,4.5,6.3,7.4,5.6,5,6,5,8.9,6.4,5.4
850,Brazil2011,65.1,43.42,6.5,4.9,6.5,3.9,8.5,4.5,5.9,5.8,5.1,6.1,3.5,3.9
851,Brunei Darussalam2011,65.8,43.06,5.6,7.4,6.2,3.4,7.8,4.1,7.7,3.2,6.7,5.1,3.9,4.7
852,Bulgaria2011,59,43.58,4.9,5.3,4.3,5.3,5.7,5.5,5.9,4.6,4.3,4.1,3.6,5.5
853,Burkina Faso2011,88.6,42,7,7.3,5.5,8,8.5,6.3,7.7,8.7,6.4,8.9,6.2,8
854,Burundi2011,98.6,42.13,7.7,8.2,8.2,8.5,8.1,6.2,8.2,8.8,8,9.1,8.7,9
855,Cambodia2011,88.5,41.96,6.2,8,7.2,7.2,6.8,7.6,8.5,8.4,8,7.7,5.6,7.4
856,Cameroon2011,94.6,41.77,7.8,8.5,7.8,7,8.4,7.8,8.8,8.3,8.1,8,7.3,6.8
857,Canada2011,27.7,41.03,1.5,2.5,3.3,2.4,4.1,2.4,1.2,1.9,1.6,2.9,2.5,1.4
858,Cape Verde2011,75.8,41.21,5.7,5.7,4.2,6.3,6.3,8.3,6.9,6.9,5.7,7.3,4.3,8.2
859,Central African Republic2011,105,41.04,9.7,9.1,8.6,8.1,8.9,5.8,9.1,9,8.6,8.9,9.6,9.6
860,Chad2011,110.3,63.29,9.2,9.8,9.4,8.5,8.9,8,9.8,9.6,9.3,9.2,9.5,9.1
861,Chile2011,40.7,62.8,2.5,1.4,3.5,4.6,5,2.8,2.1,4.3,3.3,5,3,3.3
862,China2011,80.1,62.69,5.7,6.9,7.9,4.4,8.6,5.6,7.9,6.6,8.8,8.2,6.2,3.3
863,Colombia2011,87,61.35,7.5,8,7.5,4.1,8.6,7.9,7.5,5.6,7.2,6.7,8.7,7.7
864,Comoros2011,83.8,61.75,7.5,8,5.3,7.6,5.8,6.6,8,8.2,6.6,7.5,4,8.7
865,Costa Rica2011,50.6,61.65,2.5,3.5,4.1,4.9,6.5,4.1,3.5,4.2,3,5.1,4.3,4.9
866,Cote d'Ivoire2011,102.8,61.9,8.6,9.1,8.7,7.7,8,7.9,9.5,8.4,8.6,8.1,8.5,9.7
867,Croatia2011,57.3,61.94,4.4,4.7,5.5,5.9,5,4.9,4.4,3.4,4.3,4.3,5.5,5
868,Cuba2011,76.6,61.7,6.9,6.9,5.1,6,6.3,6.9,6.6,5.3,7.4,6.3,5.4,7.5
869,Cyprus2011,67.6,61.47,5.3,7.9,7.6,5,7.3,5.3,5,3.3,3.3,4.4,4.4,8.8
870,Czech Republic2011,42.4,85.49,2.1,3.8,3.8,4.6,3.8,4,3.7,3.9,3,3,2.8,3.8
871,Denmark2011,23.8,84.82,1.5,1,3.3,2.5,1.7,2.1,1.2,1.6,1.3,2.9,2.1,2.6
872,Djibouti2011,82.6,84.3,6.2,7.5,6.2,6,6.8,5.2,7.2,7.2,7,7.8,7.2,8.3
873,Dominican Republic2011,76.9,82.9,5.8,6.8,6.1,5.6,7.5,7.9,5.8,6.8,6.3,6.5,5.5,6.2
874,Ecuador2011,82.2,83.06,7,8.2,6.9,6.3,7.7,7.1,7.5,7.2,5.7,5.9,6.4,6.3
875,Egypt2011,86.8,83.27,6.8,8,8.3,6.5,7.4,5.7,8.6,5.9,8.3,7.1,6.4,7.8
876,El Salvador2011,76,82.7,7,4.3,5.8,6.3,7.6,7.1,6.5,6.9,6.7,7.6,5.3,4.9
877,Equatorial Guinea2011,88.1,81.2,8.1,8.2,6.6,4.5,9.1,7.2,9.6,8.1,9.4,8.5,2.7,6
878,Eritrea2011,93.6,80.7,7.7,8.1,6.1,8.3,6.5,7.4,8.5,8.4,8.9,8.3,6.8,8.5
879,Estonia2011,49.3,81.44,2.9,5.5,5.4,4.3,4.9,4.5,4.1,2.9,3,4.1,3.9,3.9
880,Ethiopia2011,98.2,86.58,7.9,9,8.4,7.7,8.2,7.2,7.5,8.4,8.5,9.1,8.2,8.1
881,Fiji2011,81.1,86.31,7,7.9,7.6,7,7.7,6.9,8.6,5.5,6.5,5.9,3.9,6.6
882,Finland2011,19.7,86.34,1,1.2,1.7,2.8,1.3,2.5,1,1.5,1.1,2,2.1,1.5
883,France2011,34,86.12,1.9,1.9,5.9,3.5,4.9,1.8,1.6,1.9,2.5,3.3,2.8,2
884,Gabon2011,75.3,87.9,5.7,7.1,3.3,5.5,7.9,6.1,7.5,6.7,6.7,6.8,6.2,5.8
885,Georgia2011,86.4,86.28,7.9,9,8,6,6.9,5.5,8.4,6,6.9,5.8,7.5,8.5
886,Germany2011,33.9,86.24,2.2,2.1,4.7,2.9,4.4,2.6,1.9,2,2,2.9,4.2,2
887,Ghana2011,67.7,84.63,3,4.2,5.5,6.1,6.3,7.6,4.8,7.7,4.5,6.8,5.5,5.6
