,C1,C2,C3,E1,E2,E3,FSI,P1,P2,P3,S1,S2,X1,country
1050,8.0,9.1,8.4,6.5,7.2,5.8,90.4,9.0,6.4,7.3,6.2,7.8,8.7,Georgia2010
1051,2.2,2.0,4.7,3.6,4.7,2.6,35.4,2.1,1.7,2.3,3.3,4.0,2.2,Germany2010
1052,2.6,4.2,5.2,5.8,6.4,7.9,67.1,5.1,7.6,4.7,7.1,5.3,5.2,Ghana2010
1053,3.4,2.4,4.2,4.3,4.6,4.5,45.9,4.6,3.7,3.4,4.5,2.8,3.5,Greece2010
1054,5.4,5.8,4.2,6.1,6.7,7.6,67.0,6.4,3.9,4.6,5.8,2.9,7.6,Grenada2010
1055,7.2,6.3,6.8,6.9,8.0,6.7,81.2,7.1,6.8,6.9,7.4,5.6,5.5,Guatemala2010
1056,9.4,9.3,8.2,8.9,8.7,8.6,105.0,9.8,9.0,9.5,8.3,7.5,7.8,Guinea2010
1057,6.6,5.1,6.2,6.9,7.7,8.0,73.0,6.8,5.3,5.2,6.1,3.6,5.5,Guyana2010
1058,8.2,8.4,7.3,9.2,8.3,8.6,101.6,9.3,9.5,8.3,9.3,5.6,9.6,Haiti2010
1059,7.0,6.8,5.0,7.5,8.3,6.5,80.0,7.5,6.9,6.3,7.6,4.1,6.5,Honduras2010
1060,2.2,5.0,3.2,5.4,5.9,4.8,50.1,5.7,3.6,3.3,3.3,3.1,4.6,Hungary2010
1061,1.1,2.0,1.0,7.2,2.3,3.0,29.8,2.0,1.5,1.9,0.8,1.1,5.9,Iceland2010
1062,7.6,6.2,7.8,5.1,8.7,6.5,79.2,5.8,7.2,6.1,8.1,5.2,4.9,India2010
1063,7.3,7.1,6.3,6.7,7.9,7.3,83.1,6.9,6.7,6.5,7.2,6.5,6.7,Indonesia2010
1064,8.9,9.5,8.1,5.5,7.3,7.1,92.2,9.0,5.9,9.4,6.4,8.3,6.8,Iran2010
1065,9.5,9.6,9.3,7.6,8.8,9.3,107.3,9.0,8.4,9.1,8.5,8.7,9.5,Iraq2010
1066,1.4,1.5,1.0,3.3,2.8,2.0,22.4,1.6,2.4,1.5,2.0,1.6,1.3,Ireland2010
1067,4.2,4.0,4.8,4.7,4.5,2.8,45.7,4.5,3.1,3.0,4.0,3.9,2.2,Italy2010
1068,5.8,4.0,4.5,6.8,6.5,6.4,67.4,6.8,6.2,5.5,6.0,2.8,6.1,Jamaica2010
1069,2.1,2.2,3.6,3.5,2.6,2.1,31.3,1.8,1.3,3.2,4.0,1.2,3.7,Japan2010
1070,5.9,6.5,6.9,6.2,7.2,4.8,77.0,5.9,5.2,7.0,6.8,7.9,6.7,Jordan2010
1071,6.3,7.6,5.7,6.7,6.2,4.1,72.7,7.5,5.5,7.1,5.8,4.0,6.2,Kazakhstan2010
1072,7.5,8.7,8.9,7.4,8.7,7.9,100.7,9.3,8.1,8.0,9.1,8.7,8.4,Kenya2010
1073,4.9,7.2,5.1,3.8,6.1,4.1,61.5,6.0,3.1,6.5,5.5,4.1,5.1,Kuwait2010
1074,7.6,7.4,7.4,7.9,7.9,7.3,88.4,8.4,6.3,7.6,7.8,5.2,7.6,Kyrgyz Republic2010
1075,7.4,8.5,6.8,7.3,5.8,6.7,88.7,8.3,8.1,8.7,7.9,5.9,7.3,Laos2010
1076,3.0,4.3,4.6,6.3,6.0,5.0,55.4,5.4,4.2,3.5,4.3,4.3,4.5,Latvia2010
1077,8.9,8.8,9.0,6.1,7.2,7.0,90.9,7.3,6.0,6.8,6.8,8.9,8.1,Lebanon2010
1078,5.9,7.2,5.2,8.7,5.7,6.7,82.2,7.2,8.5,6.3,9.2,4.8,6.8,Lesotho2010
1079,6.7,8.1,6.3,8.0,8.3,6.7,91.7,7.1,8.5,6.5,8.4,8.2,8.9,Liberia2010
1080,5.2,7.1,5.8,5.3,6.9,4.2,69.1,7.3,4.2,8.3,5.7,4.3,4.8,Libya2010
1081,2.2,3.2,4.0,5.7,6.0,5.0,47.8,3.9,3.2,3.3,4.3,2.9,4.1,Lithuania2010
1082,2.1,3.6,3.2,2.8,2.3,1.2,27.3,2.7,2.2,1.3,1.9,1.7,2.3,Luxembourg2010
1083,5.6,6.5,7.6,6.6,7.1,6.7,72.7,6.9,4.6,5.1,4.8,4.6,6.6,Macedonia2010
1084,6.4,7.7,5.4,7.2,7.7,5.3,82.6,7.1,8.6,5.8,8.6,4.8,8.0,Madagascar2010
1085,5.4,7.8,6.2,9.2,8.3,8.4,93.6,8.1,8.6,7.3,9.2,6.5,8.6,Malawi2010
1086,5.9,6.3,6.6,5.1,7.0,3.9,69.2,5.9,5.0,6.8,6.3,5.0,5.4,Malaysia2010
1087,6.1,7.4,5.2,7.0,5.3,7.1,78.3,7.3,7.1,7.3,6.3,6.4,5.8,Maldives2010
1088,7.0,4.0,6.3,8.1,7.0,7.5,79.3,5.4,8.5,5.0,8.7,4.8,7.0,Mali2010
1089,4.0,2.0,4.2,4.2,4.4,4.1,48.2,4.1,3.2,3.7,3.7,5.8,4.8,Malta2010
1090,7.9,7.9,8.0,7.7,6.8,5.2,89.1,7.5,8.3,7.3,8.5,6.4,7.6,Mauritania2010
1091,3.7,3.3,3.5,4.1,5.7,2.6,44.4,5.1,4.2,3.7,3.7,1.2,3.6,Mauritius2010
1092,7.5,5.5,5.8,6.5,8.0,6.8,76.1,6.6,5.8,5.8,6.8,4.1,6.9,Mexico2010
1093,7.8,8.0,6.9,7.0,6.8,7.8,83.8,7.9,6.7,6.8,6.4,4.3,7.4,Moldova2010
1094,4.8,5.3,4.3,5.7,5.9,2.3,60.1,6.2,5.3,6.4,5.6,1.4,6.9,Mongolia2010
1095,4.5,5.9,6.6,4.9,4.4,2.7,57.3,4.5,3.8,5.3,4.9,4.2,5.6,Montenegro2010
1096,5.4,6.2,6.6,6.5,7.6,6.4,77.0,7.2,6.6,6.8,6.8,6.6,4.3,Morocco2010
1097,6.2,5.4,4.8,7.8,7.5,7.8,81.7,7.5,8.9,7.3,8.8,3.5,6.2,Mozambique2010
1098,8.2,8.2,8.7,8.2,9.3,6.3,99.4,9.6,8.5,9.1,8.5,8.3,6.5,Myanmar2010
1099,5.6,3.7,5.6,6.5,8.9,7.5,74.5,4.8,6.9,5.8,7.5,5.7,6.0,Namibia2010
1100,7.7,8.5,9.2,8.3,9.0,6.2,95.4,8.1,7.6,8.7,8.1,7.0,7.0,Nepal2010
1101,1.1,1.7,4.7,3.0,3.2,1.9,27.9,1.2,1.5,1.3,2.7,3.2,2.4,Netherlands2010
1102,1.1,1.2,3.3,4.0,4.3,2.1,23.9,1.0,1.6,1.5,1.5,1.4,0.9,New Zealand2010
1103,6.5,7.0,6.3,7.9,7.9,6.9,82.5,7.6,7.6,6.2,6.8,5.0,6.8,Nicaragua2010
1104,7.3,7.6,8.0,9.2,7.8,6.5,97.8,8.9,9.7,8.5,9.6,6.5,8.2,Niger2010
1105,9.3,9.4,9.5,6.9,9.3,8.1,100.2,9.4,9.1,8.8,8.4,5.8,6.2,Nigeria2010
1106,1.2,1.1,1.3,2.6,2.4,1.2,18.7,0.8,1.1,1.6,1.7,1.6,2.1,Norway2010
1107,5.2,6.6,3.0,4.5,2.7,1.7,48.7,6.0,4.5,6.7,4.7,1.1,2.0,Oman2010
1108,9.7,9.5,9.4,6.2,8.4,7.9,102.5,8.9,7.3,8.9,8.1,8.9,9.3,Pakistan2010
1109,5.2,3.0,4.4,5.6,7.5,5.0,59.3,4.8,5.5,4.5,6.3,3.5,4.0,Panama2010
1110,6.5,7.1,7.1,6.3,9.0,7.7,83.9,7.8,8.3,6.3,7.5,4.2,6.1,Papua New Guinea2010
1111,5.9,7.5,6.3,6.2,8.0,5.8,72.1,8.3,5.8,6.7,6.2,1.5,3.9,Paraguay2010
1112,7.4,6.9,6.7,5.6,8.0,7.0,76.9,6.9,6.5,5.5,6.4,4.5,5.5,Peru2010
1113,7.9,8.0,7.6,5.8,7.4,7.0,87.1,8.6,6.3,7.5,7.7,6.7,6.6,Philippines2010
1114,2.4,3.7,3.3,5.0,4.8,5.9,49.0,4.5,3.7,3.8,4.7,3.2,4.0,Poland2010
1115,1.4,1.2,2.6,4.7,3.7,2.2,33.1,1.9,3.6,3.5,3.7,1.8,2.8,Portugal2010
1116,2.7,5.0,5.2,4.1,5.3,3.4,51.8,6.3,2.6,4.7,4.5,3.0,5.0,Qatar2010
1117,4.1,5.2,5.6,5.6,5.6,4.9,60.2,6.0,4.8,4.3,5.4,3.2,5.5,Romania2010
1118,6.8,7.6,7.1,5.1,7.9,6.0,79.0,8.1,5.5,8.0,6.7,5.4,4.8,Russia2010
1119,5.0,8.0,8.5,7.0,7.2,7.0,88.7,7.5,7.4,7.5,9.1,7.0,7.5,Rwanda2010
1120,5.8,5.3,5.1,6.2,6.6,8.0,71.1,6.4,5.1,4.5,6.9,3.1,8.1,Samoa2010
1121,6.0,6.7,5.1,7.3,5.9,7.0,75.8,7.3,7.3,5.1,7.5,4.1,6.5,Sao Tome and Principe2010
1122,7.8,7.8,7.8,3.1,7.3,3.5,77.5,8.2,4.1,9.1,6.3,6.2,6.3,Saudi Arabia2010
1123,6.3,4.2,6.1,6.2,7.0,5.8,74.6,5.9,7.4,6.0,7.6,6.2,5.9,Senegal2010
1124,6.5,8.0,7.8,6.2,6.9,5.3,77.8,6.8,5.2,5.6,5.6,6.9,7.0,Serbia2010
1125,5.6,6.0,5.0,5.8,6.9,4.5,67.9,7.0,4.5,5.9,6.1,4.3,6.3,Seychelles2010
1126,5.9,7.8,6.7,8.6,8.8,8.3,93.6,7.7,9.1,6.8,9.1,7.1,7.7,Sierra Leone2010
1127,1.5,4.1,2.9,3.7,3.1,2.5,34.8,4.2,1.7,4.4,2.8,0.9,3.0,Singapore2010
1128,2.8,1.3,3.4,4.0,5.0,3.3,36.0,2.8,3.0,3.0,3.4,1.4,2.6,Slovenia2010
1129,7.0,8.0,7.0,8.0,7.9,5.4,88.6,8.1,8.2,6.8,8.3,4.8,9.1,Solomon Islands2010
1130,10.0,10.0,9.7,9.6,8.0,8.3,114.3,10.0,9.6,9.9,9.6,10.0,9.6,Somalia2010
1131,4.1,5.9,5.6,5.0,8.5,4.4,67.9,5.8,5.5,4.7,8.4,7.0,3.0,South Africa2010
1132,1.5,3.6,3.9,2.8,2.5,4.8,41.3,3.9,2.3,2.8,3.6,3.3,6.3,South Korea2010
1133,5.3,5.7,6.3,4.4,5.0,1.8,43.5,1.6,2.4,2.5,3.7,2.8,2.0,Spain2010
1134,8.5,9.4,9.6,5.9,8.7,6.7,95.7,8.6,6.4,8.8,7.3,9.4,6.4,Sri Lanka2010
1135,9.8,9.9,9.9,6.7,9.5,8.7,111.8,9.9,9.3,9.9,8.8,9.8,9.6,Sudan2010
1136,6.0,5.8,6.4,6.6,7.7,6.7,72.5,6.5,5.1,5.8,6.0,3.7,6.2,Suriname2010
1137,6.6,6.9,4.2,8.2,6.2,6.2,82.8,8.6,7.6,7.7,9.1,4.2,7.3,Swaziland2010
1138,1.3,1.3,1.3,2.2,2.1,1.8,20.9,0.8,1.3,1.8,2.7,2.7,1.6,Sweden2010
1139,1.2,1.0,3.3,2.4,2.6,1.8,21.8,1.0,1.4,2.2,2.4,1.5,1.0,Switzerland2010
1140,7.6,7.8,8.3,6.3,7.8,6.6,87.9,8.6,5.5,8.8,5.9,8.9,5.8,Syria2010
1141,7.3,8.4,6.9,7.5,7.1,6.3,89.2,8.9,7.3,8.7,8.0,6.2,6.6,Tajikistan2010
1142,5.6,6.0,6.4,7.2,6.7,6.1,81.2,6.5,8.3,5.9,8.2,7.3,7.0,Tanzania2010
1143,7.4,8.0,7.8,4.3,7.5,4.7,78.8,8.0,5.4,7.0,6.7,6.7,5.3,Thailand2010
1144,8.8,8.7,7.5,8.4,7.0,6.1,98.2,9.1,8.7,7.0,8.6,9.1,9.2,Timor-Leste2010
1145,7.6,7.6,5.6,8.0,7.6,7.0,88.1,7.5,8.4,7.7,8.0,6.2,6.9,Togo2010
1146,6.0,5.6,4.9,4.8,7.2,7.3,66.1,5.9,5.2,5.4,5.6,3.1,5.1,Trinidad and Tobago2010
1147,6.5,6.0,5.4,5.0,7.0,5.2,67.5,6.4,5.7,7.5,5.7,3.4,3.7,Tunisia2010
1148,7.4,7.8,8.0,5.8,7.8,4.8,77.1,6.0,5.4,5.5,6.3,6.3,6.0,Turkey2010
1149,7.7,7.7,6.3,6.6,7.4,5.4,82.5,8.4,7.0,9.0,6.8,4.6,5.6,Turkmenistan2010
1150,8.7,8.6,8.5,7.2,8.4,6.9,97.5,7.9,8.2,7.6,8.7,8.9,7.9,Uganda2010
1151,3.8,7.9,6.9,6.3,6.2,6.6,69.5,7.2,4.0,5.3,5.6,3.1,6.6,Ukraine2010
1152,2.7,4.0,4.7,3.9,5.7,3.3,52.4,6.7,3.4,5.9,4.4,3.2,4.5,United Arab Emirates2010
1153,2.7,3.2,4.1,3.0,4.5,1.8,33.9,1.6,2.3,2.3,3.2,3.0,2.2,United Kingdom2010
1154,3.4,3.0,2.0,4.0,5.0,5.6,41.3,2.6,3.4,2.5,4.3,1.3,4.2,Uruguay2010
1155,8.8,9.0,7.4,7.0,8.5,6.6,90.5,8.5,6.4,9.3,7.7,5.1,6.2,Uzbekistan2010
1156,6.7,7.5,6.8,5.8,7.6,6.7,78.7,7.2,6.1,7.2,6.3,5.1,5.7,Venezuela2010
1157,8.9,9.2,8.2,7.9,8.6,7.2,100.0,8.7,8.6,8.0,8.6,8.3,7.8,Yemen2010
1158,5.0,6.1,5.4,8.0,7.3,7.1,83.9,7.5,8.0,5.9,9.0,7.3,7.3,Zambia2010
1159,9.2,9.5,8.8,9.6,9.4,9.7,110.2,9.6,9.4,9.5,9.4,8.6,7.5,Zimbabwe2010
1160,9.9,9.1,9.6,8.3,8.4,7.2,108.2,9.8,8.9,8.8,9.3,8.9,10.0,Afghanistan2009
1161,5.5,5.9,5.4,6.5,5.9,7.2,70.0,7.3,5.8,5.8,6.4,2.6,5.7,Albania2009
1162,7.0,6.7,7.7,4.6,7.3,6.2,80.6,7.7,6.7,7.6,6.7,6.7,5.7,Algeria2009
1163,6.2,7.3,6.1,4.5,9.4,5.5,85.0,8.0,8.0,7.2,8.6,7.0,7.2,Angola2009
1164,5.0,4.4,4.3,4.8,6.5,7.8,62.8,5.8,5.0,5.0,4.7,3.6,5.9,Antigua and Barbuda2009
1165,2.1,3.1,4.5,4.8,5.5,4.0,44.7,3.4,4.2,4.0,4.1,2.0,3.0,Argentina2009
1166,5.3,6.9,6.0,5.3,6.5,6.7,74.3,7.1,5.4,6.1,5.9,7.2,5.9,Armenia2009
1167,1.0,1.5,3.4,2.8,4.4,1.1,25.9,1.4,1.4,2.5,3.1,2.2,1.1,Australia2009
1168,1.0,2.4,3.6,2.3,4.9,1.1,27.6,1.6,1.4,1.6,2.9,2.2,2.6,Austria2009
1169,7.3,7.9,7.9,6.1,7.4,5.7,84.6,8.2,5.5,7.0,6.4,8.2,7.0,Azerbaijan2009
1170,4.4,6.1,6.4,3.5,5.9,3.7,59.0,6.9,3.1,5.0,5.0,3.1,5.9,Bahrain2009
1171,8.0,8.9,9.4,8.0,9.0,8.4,98.1,8.5,8.0,7.6,8.9,6.9,6.5,Bangladesh2009
1172,5.0,4.5,5.3,5.2,7.1,7.0,57.2,4.5,2.8,3.0,4.1,3.3,5.4,Barbados2009
1173,6.6,8.1,6.9,6.6,7.2,5.0,82.3,8.9,6.6,8.0,7.2,4.1,7.1,Belarus2009
1174,1.7,3.5,4.9,3.2,4.9,1.3,33.5,2.8,2.0,1.7,2.8,1.7,3.0,Belgium2009
1175,5.9,4.6,4.9,6.0,7.3,6.9,69.5,6.2,5.7,4.0,7.0,5.0,6.0,Belize2009
1176,5.2,4.3,4.1,6.9,7.4,7.0,75.5,6.6,8.0,5.6,7.5,6.2,6.7,Benin2009
1177,5.5,7.7,7.9,7.5,8.7,6.8,87.3,7.4,7.2,8.4,6.5,7.5,6.2,Bhutan2009
1178,6.4,8.2,7.5,7.0,8.7,6.9,86.3,7.6,7.7,6.8,7.8,4.9,6.8,Bolivia2009
1179,7.4,8.7,8.2,5.5,7.3,5.8,83.3,8.2,5.6,5.4,5.5,7.2,8.5,Bosnia and Herzegovina2009
1180,4.0,2.8,4.3,5.6,7.2,6.0,68.8,5.8,6.4,5.0,9.2,6.7,5.8,Botswana2009
1181,6.9,5.1,6.4,4.1,8.9,5.0,69.1,6.4,6.0,5.6,6.4,3.9,4.4,Brazil2009
1182,6.1,7.4,6.6,3.4,7.8,4.0,68.1,7.9,3.6,6.8,5.4,4.4,4.7,Brunei Darussalam2009
1183,5.3,4.6,4.4,5.0,6.3,6.0,61.5,6.0,5.0,4.8,4.7,3.8,5.6,Bulgaria2009
1184,7.5,7.6,6.1,8.2,9.0,6.5,91.3,7.9,9.0,6.5,9.0,6.0,8.0,Burkina Faso2009
1185,7.3,7.7,7.5,8.0,8.4,6.5,95.7,7.5,9.0,7.6,9.2,8.1,8.9,Burundi2009
1186,6.5,7.5,7.0,7.5,7.2,8.0,87.3,8.5,7.9,7.4,7.9,5.2,6.7,Cambodia2009
1187,7.8,8.7,7.2,6.9,8.9,8.0,95.3,9.2,8.0,8.0,8.0,7.5,7.1,Cameroon2009
1188,1.1,2.4,3.0,2.0,4.7,2.1,27.7,1.7,1.2,2.1,3.3,2.4,1.7,Canada2009
1189,5.7,6.1,4.4,7.2,6.2,8.2,78.5,7.4,7.6,6.2,7.9,4.0,7.6,Cape Verde2009
1190,9.6,9.5,8.6,8.4,9.1,5.7,105.4,9.3,9.3,8.9,8.9,9.0,9.1,Central African Republic2009
1191,9.9,9.8,9.8,8.3,9.3,7.8,112.2,9.8,9.6,9.5,9.3,9.4,9.7,Chad2009
1192,2.0,1.5,3.6,4.3,4.4,2.1,37.5,2.0,4.2,3.6,4.0,2.5,3.3,Chile2009
1193,6.0,7.2,7.9,4.5,9.2,6.1,84.6,8.5,7.2,8.9,9.0,6.8,3.3,China2009
1194,7.5,8.0,7.2,4.3,8.5,8.5,89.2,7.9,6.0,7.2,6.9,9.2,8.0,Colombia2009
1195,7.5,7.9,5.5,7.8,6.3,6.0,86.3,8.7,8.7,7.0,7.4,3.7,9.8,Comoros2009
1196,2.2,3.2,4.1,5.0,6.7,4.7,52.5,4.1,4.0,3.5,5.7,4.5,4.8,Costa Rica2009
1197,8.5,8.5,9.0,8.3,8.1,8.4,102.5,9.1,8.0,8.5,8.6,7.8,9.7,Cote d'Ivoire2009
1198,4.3,4.3,5.4,5.9,5.5,4.8,60.1,4.5,3.9,4.7,4.9,6.1,5.8,Croatia2009
1199,7.5,7.1,5.5,6.3,6.8,7.2,80.6,7.5,5.0,7.4,6.9,5.9,7.5,Cuba2009
1200,5.2,7.9,7.5,4.0,7.8,5.2,68.9,5.4,3.6,3.8,5.0,4.5,9.0,Cyprus2009
1201,2.0,3.3,3.6,4.1,4.3,4.5,42.6,3.6,3.8,3.5,3.5,2.7,3.7,Czech Republic2009
1202,1.3,1.0,3.0,2.7,2.2,2.0,23.2,1.3,1.5,1.5,3.0,1.6,2.1,Denmark2009
1203,6.2,6.9,5.7,6.6,6.3,5.2,80.6,7.4,7.5,6.2,8.0,6.4,8.2,Djibouti2009
1204,5.8,6.8,6.0,5.6,8.0,8.5,77.7,5.8,6.7,6.7,6.7,5.3,5.8,Dominican Republic2009
1205,6.8,7.8,6.3,6.4,8.0,7.3,81.2,7.0,6.8,6.0,6.5,6.3,6.0,Ecuador2009
1206,6.2,8.1,8.0,7.0,7.6,6.2,89.0,8.6,6.4,8.4,7.6,6.9,8.0,Egypt2009
1207,6.4,4.5,6.2,6.3,7.8,6.9,77.2,7.0,6.6,6.9,7.6,5.7,5.3,El Salvador2009
1208,8.6,8.6,6.8,4.4,9.0,7.4,88.3,9.4,8.6,9.2,8.3,2.0,6.0,Equatorial Guinea2009
1209,7.4,7.7,5.8,8.6,6.0,6.5,90.3,8.6,8.6,7.9,8.6,7.0,7.6,Eritrea2009
1210,2.5,5.5,4.9,4.4,5.4,4.0,51.2,4.7,3.5,3.5,4.7,4.4,3.7,Estonia2009
1211,7.5,8.8,8.2,8.3,8.8,7.7,98.9,7.9,8.2,8.5,9.4,8.0,7.6,Ethiopia2009
1212,6.7,8.2,7.3,6.3,7.7,6.5,78.8,8.6,5.0,6.1,6.1,4.3,6.0,Fiji2009
1213,0.9,0.9,1.2,2.4,1.9,2.1,19.2,0.9,1.1,1.7,2.5,1.6,2.0,Finland2009
1214,1.2,2.0,5.8,3.3,5.5,2.0,35.3,1.8,1.5,2.9,3.9,3.0,2.4,France2009
1215,5.9,7.2,3.0,5.5,7.8,6.0,74.4,7.3,6.8,6.3,7.2,5.7,5.7,Gabon2009
1216,7.9,8.9,8.5,6.0,7.5,6.0,91.8,9.0,6.3,7.5,6.4,8.3,9.5,Georgia2009
1217,2.1,1.8,4.9,3.2,4.9,2.8,36.2,2.3,1.9,2.5,3.5,3.9,2.4,Germany2009
1218,2.4,4.2,5.4,5.5,6.6,8.1,66.2,5.3,7.2,4.7,7.0,5.1,4.7,Ghana2009
1219,3.5,2.0,4.4,4.0,4.8,4.7,46.1,4.5,3.9,3.6,4.5,2.7,3.5,Greece2009
1220,5.5,5.8,4.5,5.9,6.9,7.8,67.9,6.3,4.1,4.7,5.9,2.9,7.6,Grenada2009
1221,7.1,6.3,6.7,6.6,8.2,6.7,80.6,7.1,6.6,7.0,7.0,5.8,5.5,Guatemala2009
1222,9.4,9.2,8.2,8.7,8.9,8.6,104.6,9.8,9.2,9.0,8.5,7.1,8.0,Guinea2009
1223,6.8,5.1,6.1,6.6,7.9,7.9,73.0,6.7,5.5,5.4,6.3,3.5,5.2,Guyana2009
1224,8.4,8.3,7.3,8.9,8.2,8.6,101.8,9.2,9.5,8.5,9.3,5.8,9.8,Haiti2009
1225,6.0,6.1,5.0,7.2,8.5,6.3,77.2,7.0,7.1,6.3,7.8,4.0,5.9,Honduras2009
1226,2.1,5.0,3.4,5.0,6.1,5.0,50.7,5.5,3.8,3.5,3.5,3.0,4.8,Hungary2009
1227,1.0,2.0,1.0,6.7,2.5,3.2,29.0,2.2,1.4,2.1,1.0,0.9,5.0,Iceland2009
1228,7.1,6.0,7.3,5.0,8.9,6.7,77.8,5.5,7.0,6.0,8.3,4.9,5.1,India2009
1229,7.3,7.3,6.3,6.9,8.1,7.2,84.1,6.7,6.7,6.7,7.3,6.7,6.9,Indonesia2009
1230,8.6,9.1,7.6,5.5,7.4,6.8,90.0,8.3,6.0,8.9,6.5,8.5,6.8,Iran2009
1231,9.7,9.6,9.7,7.6,8.6,9.1,108.6,9.0,8.4,9.3,8.7,8.9,10.0,Iraq2009
1232,1.1,1.3,1.0,2.7,3.0,2.0,21.6,1.8,2.3,1.5,1.9,1.5,1.5,Ireland2009
1233,4.0,3.7,4.5,4.4,4.7,3.0,43.9,4.3,2.8,2.6,3.8,3.7,2.4,Italy2009
1234,6.0,4.0,4.5,6.6,6.7,6.3,68.6,7.0,6.4,5.7,6.4,2.7,6.3,Jamaica2009
1235,2.0,2.0,3.8,3.1,2.5,2.0,31.2,2.0,1.2,3.4,4.2,1.1,3.9,Japan2009
1236,6.0,6.5,6.8,6.5,7.4,5.0,77.9,6.0,5.4,6.9,6.7,7.9,6.8,Jordan2009
1237,6.5,7.6,5.5,6.4,6.4,4.0,72.5,7.7,5.3,6.8,6.0,3.9,6.4,Kazakhstan2009
1238,8.0,8.8,8.6,7.5,8.8,8.3,101.4,9.0,8.0,8.2,9.0,9.0,8.2,Kenya2009
1239,5.1,7.2,5.1,3.5,6.1,4.3,63.4,6.5,3.5,6.9,5.7,4.2,5.3,Kuwait2009
1240,7.7,7.3,7.2,7.6,8.3,7.5,89.1,8.3,6.5,7.6,8.0,5.3,7.8,Kyrgyz Republic2009
1241,7.6,8.3,7.0,7.5,6.0,6.6,89.0,8.2,8.0,8.5,8.2,5.9,7.2,Laos2009
1242,2.9,4.3,4.5,5.5,6.2,5.0,54.6,5.1,4.4,3.7,4.5,4.5,4.0,Latvia2009
1243,9.1,9.1,9.2,6.3,7.4,7.2,93.5,7.8,6.2,6.9,7.0,9.0,8.3,Lebanon2009
1244,5.5,6.9,5.2,8.4,5.6,6.5,81.8,7.4,8.7,6.5,9.4,4.7,7.0,Lesotho2009
1245,6.9,7.9,6.1,8.2,8.5,6.8,91.8,7.0,8.5,6.7,8.6,8.0,8.6,Liberia2009
1246,5.4,7.1,5.8,5.5,7.1,4.0,69.4,7.1,4.2,8.1,5.9,4.2,5.0,Libya2009
1247,2.1,3.0,4.2,4.7,6.2,5.2,48.0,4.1,3.4,3.5,4.5,2.8,4.3,Lithuania2009
1248,2.0,3.6,3.2,2.2,2.5,1.2,27.6,2.9,2.4,1.5,2.1,1.5,2.5,Luxembourg2009
1249,5.8,6.7,7.5,6.3,7.3,6.9,74.4,7.4,4.8,5.3,5.0,4.6,6.8,Macedonia2009
1250,5.9,7.1,5.6,7.4,7.6,5.0,81.6,6.6,8.8,5.9,8.9,5.0,7.8,Madagascar2009
1251,5.6,7.8,5.9,9.1,8.5,8.3,93.8,8.3,8.8,7.5,9.3,6.3,8.4,Malawi2009
1252,6.1,6.1,6.2,4.7,6.9,3.8,68.9,6.1,5.2,6.5,6.5,5.2,5.6,Malaysia2009
1253,6.3,7.4,5.2,6.7,5.2,7.0,78.8,7.2,7.3,7.5,6.5,6.5,6.0,Maldives2009
1254,6.5,4.0,6.5,8.3,6.9,7.4,78.7,5.3,8.4,5.2,8.7,4.6,6.9,Mali2009
1255,4.0,1.7,4.0,3.9,4.6,4.3,48.8,4.3,3.5,3.6,3.9,6.0,5.0,Malta2009
1256,7.9,8.0,8.2,7.8,7.0,5.0,88.7,7.0,8.5,7.1,8.7,6.2,7.3,Mauritania2009
1257,3.6,3.3,3.5,4.3,5.9,2.4,44.7,5.3,4.4,3.9,3.9,1.0,3.2,Mauritius2009
1258,7.0,5.0,5.9,6.1,8.2,7.0,75.4,6.8,6.0,5.5,7.0,4.3,6.6,Mexico2009
1259,8.0,8.0,7.1,6.8,7.0,8.0,85.1,8.1,6.7,7.0,6.6,4.2,7.6,Moldova2009
1260,5.0,5.7,4.3,5.9,5.8,2.3,61.9,6.7,5.5,6.6,5.8,1.2,7.1,Mongolia2009
1261,4.7,6.0,6.4,4.6,4.6,2.5,58.0,4.7,4.0,5.5,5.1,4.1,5.8,Montenegro2009
1262,5.1,6.2,6.8,6.5,7.8,6.2,77.1,7.4,6.5,6.7,7.0,6.7,4.2,Morocco2009
1263,6.0,5.6,4.8,8.0,7.4,7.6,80.7,7.3,8.9,7.2,8.7,3.2,6.0,Mozambique2009
1264,8.4,8.7,8.9,8.2,9.5,6.0,101.5,9.5,9.0,9.0,9.0,8.8,6.5,Myanmar2009
1265,5.8,3.6,5.8,6.1,9.1,7.7,75.6,5.0,7.1,6.0,7.7,5.5,6.2,Namibia2009
1266,8.1,8.4,8.7,8.5,9.3,6.0,95.4,8.0,7.4,8.7,8.3,6.8,7.2,Nepal2009
1267,1.0,1.4,4.7,2.5,3.3,2.1,27.0,1.4,1.4,1.2,2.9,3.1,2.0,Netherlands2009
1268,1.0,1.2,3.2,3.6,4.2,2.3,23.3,1.1,1.4,1.7,1.3,1.2,1.1,New Zealand2009
1269,6.5,7.2,6.3,7.7,8.1,6.9,82.6,7.1,7.8,5.8,7.4,5.2,6.6,Nicaragua2009
1270,7.4,7.1,8.5,9.2,7.6,6.3,96.5,8.7,9.5,8.2,9.5,6.4,8.1,Niger2009
1271,9.4,9.6,9.7,6.6,9.5,8.3,99.8,9.2,9.0,8.6,8.5,5.3,6.1,Nigeria2009
