,C1,C2,C3,E1,E2,E3,FSI,P1,P2,P3,S1,S2,X1,country
600,6.5,5.6,4.9,8.0,8.0,7.2,82.8,7.0,8.5,6.4,9.2,4.6,6.8,Mozambique2013
601,7.8,8.6,9.0,7.3,8.4,5.4,94.6,9.0,8.1,8.3,7.6,8.5,6.6,Myanmar2013
602,4.9,3.5,5.3,6.7,8.7,6.5,70.4,4.1,6.7,4.9,6.9,5.6,6.5,Namibia2013
603,7.6,8.2,9.0,7.3,8.1,5.9,91.8,8.1,7.3,7.9,7.6,7.7,7.1,Nepal2013
604,1.8,2.6,4.1,3.5,2.3,2.2,26.9,1.0,1.5,1.0,3.0,2.4,1.5,Netherlands2013
605,1.1,1.1,3.5,3.6,3.4,2.4,22.7,0.5,1.8,1.2,2.1,1.1,1.0,New Zealand2013
606,5.6,6.8,5.9,6.8,7.9,7.8,79.2,7.5,6.8,5.4,6.6,4.8,7.3,Nicaragua2013
607,8.3,8.9,7.8,8.4,7.9,6.3,99.0,8.1,9.5,7.6,9.8,7.9,8.5,Niger2013
608,9.5,9.4,9.8,7.5,9.2,7.3,100.7,8.8,9.3,8.6,8.5,6.6,6.3,Nigeria2013
609,2.7,1.1,3.6,1.9,1.5,1.6,21.5,0.5,1.4,1.9,2.0,1.9,1.3,Norway2013
610,5.3,6.6,2.7,4.5,3.6,1.8,52.0,6.1,4.4,7.5,5.0,2.0,2.4,Oman2013
611,9.8,9.2,9.7,7.5,7.9,6.9,102.9,8.4,7.3,8.7,8.9,9.1,9.6,Pakistan2013
612,5.1,2.5,5.0,3.8,7.9,4.5,55.8,4.7,5.0,4.4,5.9,3.7,3.3,Panama2013
613,6.6,7.1,6.6,6.9,9.1,7.5,84.9,7.1,8.9,6.2,7.6,5.0,6.3,Papua New Guinea2013
614,6.1,7.9,6.5,5.1,8.6,4.9,71.8,7.9,6.1,6.1,6.1,2.4,4.2,Paraguay2013
615,7.0,6.7,7.0,4.1,7.8,6.1,72.3,7.1,6.4,5.0,5.9,4.7,4.5,Peru2013
616,8.7,8.0,7.9,5.6,6.5,6.2,82.8,7.6,6.4,6.7,7.1,6.5,5.5,Philippines2013
617,2.5,3.6,3.8,3.5,3.9,5.0,40.9,3.4,2.8,2.9,3.5,2.8,3.3,Poland2013
618,1.6,1.3,2.3,5.4,3.4,2.6,32.6,2.1,3.5,2.7,2.8,1.6,3.3,Portugal2013
619,2.5,5.0,4.9,2.9,4.8,3.1,47.1,5.9,2.0,5.6,4.3,2.1,4.0,Qatar2013
620,4.1,5.2,6.3,5.7,5.3,4.7,57.4,6.4,4.3,3.9,4.3,2.7,4.6,Romania2013
621,8.5,8.0,8.2,3.5,7.0,5.1,77.1,8.1,5.1,8.6,5.7,5.3,4.0,Russia2013
622,5.5,8.2,8.2,6.7,7.7,6.9,89.3,6.5,7.6,7.7,8.4,7.9,8.0,Rwanda2013
623,5.5,5.1,4.8,5.9,6.0,8.8,68.7,6.0,4.8,4.5,6.8,2.5,8.0,Samoa2013
624,5.8,6.3,4.8,7.9,6.3,7.9,74.6,6.6,6.4,4.3,6.6,4.3,7.3,Sao Tome and Principe2013
625,7.2,8.0,7.4,3.6,6.4,3.1,72.7,7.8,4.0,8.9,5.5,5.2,5.6,Saudi Arabia2013
626,6.2,6.6,6.3,7.2,6.8,6.8,81.4,5.9,7.8,6.2,8.3,7.0,6.3,Senegal2013
627,6.5,8.0,8.0,6.5,5.9,4.7,74.4,6.3,4.7,5.5,4.7,6.6,7.0,Serbia2013
628,6.4,5.7,4.8,5.2,6.6,4.9,64.0,6.3,3.5,5.2,5.2,3.3,6.9,Seychelles2013
629,5.4,7.9,5.9,8.6,8.5,8.0,91.2,7.3,9.0,6.1,9.0,8.1,7.4,Sierra Leone2013
630,1.5,4.0,2.7,3.0,3.7,3.3,34.0,3.2,1.9,4.9,2.5,1.1,2.2,Singapore2013
631,2.5,1.6,3.3,3.6,4.5,3.2,32.3,2.8,2.1,2.5,2.5,1.4,2.3,Slovenia2013
632,6.7,8.0,6.8,7.8,8.3,5.7,85.2,7.3,8.0,5.9,7.7,4.9,8.2,Solomon Islands2013
633,9.7,10.0,9.3,9.4,8.4,8.9,113.9,9.5,9.8,10.0,9.5,10.0,9.4,Somalia2013
634,5.1,5.6,5.7,5.9,8.0,4.3,67.6,5.3,6.3,4.2,7.8,6.5,2.9,South Africa2013
635,2.1,3.6,3.1,2.0,2.9,3.9,35.4,2.9,1.9,2.6,3.0,2.0,5.4,South Korea2013
636,4.1,6.0,5.8,5.5,4.1,3.0,44.4,3.3,3.3,2.2,2.8,2.3,2.0,Spain2013
637,8.5,9.3,9.5,5.9,7.8,7.3,92.9,8.2,5.5,9.0,6.8,8.4,6.8,Sri Lanka2013
638,9.8,10.0,10.0,7.8,8.5,8.4,111.0,9.6,8.8,9.3,8.8,10.0,10.0,Sudan2013
639,5.8,5.8,6.1,7.1,7.0,7.6,71.2,6.1,5.3,5.4,5.7,3.0,6.3,Suriname2013
640,6.0,7.0,3.6,8.9,7.5,6.3,85.6,8.7,7.8,8.3,9.0,4.9,7.5,Swaziland2013
641,2.2,1.8,1.0,1.7,1.7,1.7,19.7,0.5,1.9,1.3,2.5,2.4,1.0,Sweden2013
642,1.4,1.0,3.5,2.3,2.3,2.1,21.5,0.8,1.4,1.7,2.1,1.5,1.4,Switzerland2013
643,9.8,9.2,9.3,6.4,7.2,6.2,97.4,9.6,7.0,9.5,5.6,9.5,8.1,Syria2013
644,7.4,8.3,6.7,8.0,6.2,5.9,85.2,9.1,6.3,8.2,7.4,5.3,6.4,Tajikistan2013
645,5.5,5.7,6.0,6.8,6.4,6.4,81.1,6.2,8.8,6.2,8.6,6.8,7.7,Tanzania2013
646,7.8,8.8,8.1,3.5,6.4,3.5,75.1,6.2,4.6,7.3,7.9,6.4,4.6,Thailand2013
647,8.3,8.3,6.8,7.9,6.7,6.4,91.5,8.0,8.5,6.0,8.7,7.4,8.5,Timor-Leste2013
648,7.4,7.5,4.8,7.4,7.6,6.8,87.8,8.3,8.3,7.8,8.2,7.1,6.5,Togo2013
649,5.7,5.6,4.4,4.6,6.1,7.8,62.6,5.6,5.2,5.2,5.3,3.0,4.2,Trinidad and Tobago2013
650,7.2,7.8,7.8,6.0,6.0,5.0,76.5,7.9,5.0,8.4,4.9,4.2,6.3,Tunisia2013
651,7.9,7.3,9.0,5.3,6.8,3.9,75.9,5.9,5.5,5.5,5.7,7.4,5.6,Turkey2013
652,7.1,7.7,6.7,5.4,6.5,4.9,76.7,9.3,6.1,8.7,5.9,3.9,4.6,Turkmenistan2013
653,8.2,8.6,8.0,7.4,7.8,6.7,96.6,8.1,8.3,7.9,9.1,8.4,8.2,Uganda2013
654,4.4,8.0,5.9,5.4,5.3,5.7,65.9,7.8,3.6,5.7,4.7,3.2,6.2,Ukraine2013
655,2.9,3.6,4.3,3.5,4.8,2.4,47.3,6.5,2.9,6.4,3.9,2.5,3.5,United Arab Emirates2013
656,2.7,3.5,5.0,4.1,3.6,2.1,33.2,1.6,2.3,1.8,2.5,2.7,1.3,United Kingdom2013
657,3.7,2.7,2.8,3.6,4.4,4.7,38.4,1.7,3.4,2.3,3.8,1.9,3.5,Uruguay2013
658,7.9,8.7,7.5,7.2,7.6,6.3,86.9,9.0,5.4,9.2,6.7,6.0,5.4,Uzbekistan2013
659,6.5,7.3,6.4,5.4,6.9,5.8,75.3,7.6,6.5,7.7,5.4,4.8,4.9,Venezuela2013
660,9.8,9.5,9.0,9.2,8.1,7.4,107.0,9.3,8.7,8.7,9.3,9.2,8.7,Yemen2013
661,5.0,5.7,6.0,8.3,8.0,7.4,86.6,8.0,7.6,6.7,9.3,7.4,7.2,Zambia2013
662,8.4,9.7,8.4,8.6,8.6,8.6,105.2,9.2,9.1,8.9,9.2,8.7,7.8,Zimbabwe2013
663,9.7,9.4,9.4,7.7,8.1,7.4,106.0,9.5,8.5,8.5,8.9,9.0,10.0,Afghanistan2012
664,5.4,6.6,5.1,5.6,5.1,6.8,66.1,7.3,4.9,5.5,5.0,2.8,6.0,Albania2012
665,7.1,6.8,8.1,5.5,6.5,5.4,78.1,7.2,5.9,7.4,6.1,6.5,5.5,Algeria2012
666,5.9,7.0,6.5,4.8,9.1,5.6,85.1,8.2,8.3,7.6,8.9,6.9,6.4,Angola2012
667,4.9,3.7,4.1,4.8,5.6,7.9,58.9,5.8,4.3,4.8,4.9,2.7,5.5,Antigua and Barbuda2012
668,3.0,3.0,4.7,4.1,6.3,3.3,46.5,4.3,3.8,3.8,4.4,2.3,3.5,Argentina2012
669,5.2,7.0,5.7,5.6,5.9,6.3,72.2,6.8,4.7,6.8,5.2,6.8,6.1,Armenia2012
670,2.0,1.6,3.9,2.6,3.6,1.4,29.2,1.3,2.1,2.2,4.4,3.0,1.1,Australia2012
671,1.4,2.4,4.0,2.0,4.1,1.9,27.5,1.3,1.8,1.8,2.6,2.3,1.9,Austria2012
672,6.7,7.8,7.2,5.2,6.6,5.1,79.8,8.0,5.4,7.3,5.6,7.6,7.2,Azerbaijan2012
673,6.0,7.0,7.3,3.1,5.7,2.8,62.2,7.5,2.7,7.0,4.6,2.6,5.9,Bahrain2012
674,7.6,8.9,8.9,7.4,8.1,7.8,92.2,8.2,7.8,6.8,8.0,6.8,5.9,Bangladesh2012
675,4.2,4.2,4.4,5.3,6.0,6.5,52.0,3.6,3.0,2.8,4.1,2.6,5.3,Barbados2012
676,6.0,8.0,6.5,6.5,6.0,4.2,76.6,9.0,5.5,8.3,6.0,3.3,7.3,Belarus2012
677,2.3,4.0,4.1,3.6,4.1,1.9,33.5,2.4,2.5,1.8,2.6,1.9,2.3,Belgium2012
678,5.5,4.3,4.4,5.4,6.9,7.0,67.2,6.0,5.9,3.9,6.8,5.1,6.0,Belize2012
679,6.0,6.4,3.6,7.6,6.9,6.3,78.6,6.4,8.3,5.4,8.0,6.8,7.0,Benin2012
680,5.9,7.5,7.6,6.6,7.8,6.5,82.4,6.3,6.6,7.3,6.7,6.6,7.0,Bhutan2012
681,6.5,8.0,7.4,6.5,8.8,6.1,82.1,7.1,6.8,6.5,7.5,4.3,6.6,Bolivia2012
682,6.7,8.7,8.0,5.5,6.5,5.8,77.9,7.0,4.7,6.1,4.7,6.5,7.7,Bosnia and Herzegovina2012
683,3.8,3.3,4.8,6.5,7.7,5.3,66.5,4.7,5.9,4.7,8.6,6.1,5.1,Botswana2012
684,6.2,4.9,6.2,3.6,8.4,4.2,64.1,5.6,5.5,5.0,7.0,3.9,3.6,Brazil2012
685,5.6,7.4,6.2,3.1,7.8,4.3,64.1,7.4,2.9,6.6,4.8,3.6,4.4,Brunei Darussalam2012
686,4.6,5.3,4.9,5.0,5.4,5.2,56.3,5.1,4.3,4.0,4.0,3.3,5.2,Bulgaria2012
687,7.1,7.3,5.2,7.7,8.2,6.0,87.4,8.0,8.4,7.0,8.9,5.9,7.7,Burkina Faso2012
688,7.4,7.9,8.0,8.8,7.9,5.9,97.5,8.3,8.5,8.1,8.8,8.9,9.0,Burundi2012
689,6.5,8.0,7.3,6.9,7.1,7.7,88.7,8.2,8.3,7.7,7.5,5.9,7.7,Cambodia2012
690,7.9,9.2,7.5,6.5,8.1,7.5,93.1,8.9,8.1,7.8,8.2,7.0,6.5,Cameroon2012
691,1.8,2.5,3.0,2.1,3.8,2.4,26.8,1.0,2.2,1.9,2.7,2.2,1.1,Canada2012
692,5.7,5.7,4.2,6.6,6.6,8.4,74.7,6.6,6.6,5.4,7.0,4.0,7.9,Cape Verde2012
693,9.6,9.1,8.5,8.0,8.7,5.6,103.8,8.9,9.1,8.5,8.8,9.7,9.3,Central African Republic2012
694,8.9,9.8,9.1,8.3,8.6,7.7,107.6,9.8,9.5,9.3,9.3,9.5,7.8,Chad2012
695,2.8,1.4,3.8,4.6,5.5,3.1,43.5,3.7,4.5,3.2,4.6,2.7,3.5,Chile2012
696,6.0,6.9,7.9,3.9,8.3,5.3,78.3,7.9,6.3,8.6,7.9,5.9,3.5,China2012
697,7.0,7.7,7.2,4.0,8.4,7.6,84.4,7.4,5.9,7.0,6.4,8.4,7.4,Colombia2012
698,7.5,7.5,5.3,7.9,6.1,6.9,83.0,7.7,7.9,6.3,7.3,4.2,8.4,Comoros2012
699,2.8,3.5,4.4,4.6,6.4,3.8,49.7,3.2,4.5,2.7,4.6,4.0,5.2,Costa Rica2012
700,8.9,9.9,9.0,7.4,7.7,7.6,103.6,9.6,8.3,8.3,7.9,9.0,10.0,Cote d'Ivoire2012
701,4.7,4.7,5.6,5.4,4.7,4.7,56.3,4.2,3.2,4.6,4.0,5.2,5.3,Croatia2012
702,6.6,6.9,4.8,5.5,5.9,6.6,73.1,6.4,5.0,7.4,6.0,5.0,7.0,Cuba2012
703,5.0,7.9,7.3,5.4,7.0,5.0,66.8,5.2,3.1,3.3,4.1,4.7,8.8,Cyprus2012
704,2.1,3.8,3.5,4.3,3.5,3.7,39.5,3.5,3.6,2.7,2.8,2.5,3.5,Czech Republic2012
705,1.8,1.0,3.0,2.2,1.8,2.2,23.0,0.8,1.7,1.5,2.8,1.9,2.3,Denmark2012
706,6.5,7.5,6.5,6.6,7.1,4.9,83.8,7.5,7.2,6.8,8.3,6.9,8.0,Djibouti2012
707,5.5,6.5,5.8,5.8,7.2,7.6,74.1,5.7,6.5,6.0,6.5,5.2,5.9,Dominican Republic2012
708,6.5,8.2,6.9,5.9,7.7,7.1,80.1,7.5,7.2,5.2,5.6,6.0,6.3,Ecuador2012
709,7.0,8.8,8.8,7.1,7.4,5.7,90.4,9.2,5.9,9.0,7.1,6.4,8.0,Egypt2012
710,6.7,4.3,6.0,6.0,7.3,7.2,74.4,6.2,6.6,6.4,7.7,5.2,4.8,El Salvador2012
711,7.8,8.2,6.6,4.8,8.8,6.9,86.3,9.4,7.8,9.1,8.2,3.0,5.7,Equatorial Guinea2012
712,7.8,8.1,6.4,8.6,6.9,7.1,94.5,8.4,8.2,8.7,8.6,7.1,8.5,Eritrea2012
713,3.2,5.5,5.7,3.8,4.6,4.2,47.5,3.8,3.0,2.7,3.8,3.6,3.6,Estonia2012
714,8.1,8.7,8.1,7.4,7.9,7.0,97.9,7.2,8.4,8.6,9.6,8.7,8.2,Ethiopia2012
715,7.0,7.9,7.6,7.0,7.7,7.3,80.5,8.8,5.2,7.0,5.1,3.3,6.6,Fiji2012
716,1.3,1.2,1.4,2.9,1.3,2.6,20.0,0.8,1.8,1.4,2.2,1.9,1.2,Finland2012
717,2.2,1.9,5.6,3.9,4.6,1.8,33.6,1.9,1.8,2.7,3.0,2.5,1.7,France2012
718,5.7,7.1,3.3,5.7,7.6,5.8,74.6,7.8,6.9,6.8,6.5,5.9,5.5,Gabon2012
719,7.6,9.1,8.3,6.3,6.6,5.2,84.8,8.5,5.7,6.7,5.5,7.2,8.2,Georgia2012
720,2.5,2.1,4.4,2.6,4.1,2.5,31.7,1.7,1.8,2.0,2.5,3.9,1.7,Germany2012
721,3.3,4.7,5.2,6.0,6.2,7.6,67.5,4.8,7.6,4.5,6.7,5.2,5.7,Ghana2012
722,4.0,2.5,4.8,5.9,4.6,4.7,50.4,5.4,4.2,3.3,3.8,2.3,4.8,Greece2012
723,5.3,5.6,3.9,6.0,6.2,8.2,65.0,6.2,3.9,4.0,5.5,2.9,7.4,Grenada2012
724,7.3,6.0,7.1,6.1,7.6,6.8,79.4,6.8,6.7,6.7,7.0,5.9,5.4,Guatemala2012
725,9.4,9.2,7.9,8.9,8.1,8.0,101.9,9.5,8.6,8.7,8.3,8.0,7.3,Guinea2012
726,6.1,5.1,6.2,6.1,7.1,8.6,71.4,6.5,5.7,4.7,6.1,3.5,5.7,Guyana2012
727,8.2,9.0,7.0,9.5,8.6,8.8,104.9,9.3,9.3,7.7,9.5,8.1,9.7,Haiti2012
728,7.0,6.3,5.6,7.2,8.1,6.9,78.5,7.0,6.7,6.2,7.3,3.6,6.6,Honduras2012
729,2.6,4.7,3.8,5.9,5.2,4.2,48.3,5.8,3.4,3.2,2.8,2.8,4.0,Hungary2012
730,1.3,1.8,1.0,5.7,1.9,3.1,29.1,1.7,1.9,1.6,1.9,1.3,5.7,Iceland2012
731,7.5,6.8,7.9,5.5,8.4,5.9,78.0,5.5,6.9,5.8,7.3,5.5,5.0,India2012
732,7.1,7.0,7.1,6.0,7.2,6.6,80.6,6.7,6.2,6.8,7.4,6.3,6.2,Indonesia2012
733,8.3,9.3,8.6,6.4,6.7,6.4,89.6,8.8,5.3,8.9,5.8,7.6,7.4,Iran2012
734,9.9,9.6,9.7,7.7,8.7,8.6,104.3,8.4,7.8,8.3,8.0,8.5,9.0,Iraq2012
735,1.7,1.4,1.6,3.8,2.7,3.0,26.5,2.2,2.2,1.3,2.5,1.7,2.4,Ireland2012
736,4.9,4.8,5.0,4.6,3.8,2.9,45.8,5.0,2.7,3.2,3.3,3.6,2.0,Italy2012
737,6.2,3.7,4.0,6.6,6.2,7.0,65.8,6.4,5.6,5.2,5.9,3.1,6.0,Jamaica2012
738,2.0,2.6,3.8,4.0,2.0,2.1,43.5,2.5,5.0,3.2,8.3,4.0,4.0,Japan2012
739,5.7,6.3,7.0,6.4,6.8,4.4,74.8,6.3,4.6,7.1,6.5,7.3,6.5,Jordan2012
740,6.3,7.7,6.5,6.5,5.6,3.5,70.9,7.5,5.4,7.1,5.6,3.5,5.6,Kazakhstan2012
741,7.6,9.0,8.9,7.3,8.2,7.7,98.4,8.6,8.1,7.4,8.9,8.4,8.4,Kenya2012
742,4.7,7.2,4.6,3.7,5.6,4.0,58.8,6.5,2.9,6.5,4.9,3.5,4.7,Kuwait2012
743,7.4,8.3,8.4,7.9,7.3,6.7,87.4,8.7,5.4,7.8,6.5,5.3,7.6,Kyrgyz Republic2012
744,6.9,8.6,6.3,6.7,5.8,7.1,85.5,8.3,7.4,8.2,7.8,5.5,6.9,Laos2012
745,3.6,4.3,5.2,5.3,5.4,4.5,51.9,4.8,3.7,3.5,3.9,3.6,4.1,Latvia2012
746,8.4,9.1,8.4,5.5,6.5,6.3,85.8,7.5,5.5,6.5,6.2,8.2,7.7,Lebanon2012
747,5.5,7.0,4.7,8.6,6.4,6.5,79.0,6.3,8.0,5.7,8.7,4.6,6.9,Lesotho2012
748,7.0,8.4,6.5,8.6,7.7,6.7,93.3,6.9,8.8,6.1,8.4,8.9,9.3,Liberia2012
749,9.0,8.0,7.0,5.5,7.0,3.9,84.9,8.1,7.6,9.0,5.8,5.1,9.0,Libya2012
750,2.8,2.8,4.0,5.0,5.4,4.4,44.2,3.5,3.1,2.9,3.8,2.9,3.5,Lithuania2012
751,2.3,3.4,2.8,1.8,1.8,1.8,25.5,2.2,1.6,1.3,2.0,2.1,2.3,Luxembourg2012
752,5.7,6.7,7.6,5.9,6.5,6.4,69.1,6.4,4.2,4.6,4.2,4.9,5.9,Macedonia2012
753,6.9,7.8,5.2,7.9,7.6,5.2,82.5,7.3,8.3,6.0,8.0,4.4,8.0,Madagascar2012
754,5.1,7.6,5.7,8.5,7.7,7.8,88.8,8.0,7.9,7.1,8.8,6.2,8.4,Malawi2012
755,6.3,6.8,6.4,4.6,6.4,4.4,68.5,6.5,4.8,7.4,5.7,4.5,4.7,Malaysia2012
756,5.7,7.6,4.9,6.4,4.7,6.5,75.1,7.9,6.6,7.5,5.7,5.6,6.1,Maldives2012
757,7.1,4.5,6.0,7.5,6.4,7.3,77.9,5.3,8.0,4.6,8.8,5.5,7.0,Mali2012
758,3.7,2.0,4.0,3.8,3.8,4.4,43.8,4.0,2.6,3.2,3.1,5.1,4.1,Malta2012
759,7.7,8.1,7.5,7.6,6.3,5.4,87.6,7.6,7.9,7.3,8.0,6.5,7.6,Mauritania2012
760,3.6,3.2,3.5,4.2,5.1,3.3,44.7,4.4,3.9,3.8,3.6,1.9,4.3,Mauritius2012
761,7.7,5.2,5.8,5.7,7.5,6.2,73.6,6.6,6.1,6.2,6.0,4.2,6.4,Mexico2012
762,7.5,8.0,6.3,6.2,6.2,7.2,78.7,7.4,6.0,6.2,5.8,4.7,7.2,Moldova2012
763,4.7,5.5,3.7,5.2,6.0,2.2,58.7,5.6,5.6,5.7,5.8,1.9,6.8,Mongolia2012
764,4.9,6.2,6.5,4.9,3.8,2.7,55.5,4.5,3.9,4.7,4.2,4.2,5.0,Montenegro2012
765,6.6,6.6,6.8,5.6,7.2,6.7,76.1,6.6,6.2,6.4,6.1,6.2,5.2,Morocco2012
766,6.8,5.6,4.9,7.9,7.7,7.5,82.4,7.3,8.3,6.7,8.9,4.3,6.5,Mozambique2012
767,7.5,8.6,8.7,7.6,8.7,5.7,96.2,9.4,8.4,8.6,7.9,8.2,6.9,Myanmar2012
768,5.2,3.5,5.6,6.4,8.5,6.8,71.0,4.4,6.6,5.2,7.1,5.3,6.3,Namibia2012
769,7.5,8.2,9.0,7.6,8.4,5.6,93.0,8.0,7.4,8.2,7.9,7.7,7.4,Nepal2012
770,1.7,2.4,4.1,3.3,2.6,2.5,28.1,1.0,1.8,1.3,2.9,2.7,1.8,Netherlands2012
771,1.4,1.1,3.8,3.9,3.7,2.7,25.6,0.8,2.1,1.5,2.4,1.4,0.8,New Zealand2012
772,5.9,6.8,6.2,6.9,8.2,7.5,79.6,7.4,7.0,5.7,6.5,4.3,7.0,Nicaragua2012
773,8.2,8.6,7.7,8.6,7.6,6.0,96.9,8.4,9.2,7.9,9.3,6.9,8.4,Niger2012
774,9.2,9.8,9.7,7.5,8.9,7.6,101.1,9.1,9.1,8.6,8.4,6.5,6.6,Nigeria2012
775,3.0,1.2,3.6,2.4,1.8,1.5,23.9,0.8,1.7,2.2,2.3,1.8,1.6,Norway2012
776,5.6,6.6,2.7,4.3,3.3,1.5,51.7,6.2,4.7,7.2,5.1,1.8,2.7,Oman2012
777,9.3,9.1,9.6,7.2,8.2,7.2,101.6,8.3,7.0,8.6,8.5,9.0,9.4,Pakistan2012
778,5.4,2.5,4.9,4.3,7.5,4.8,56.1,4.6,5.1,4.4,5.8,3.6,3.3,Panama2012
779,6.3,7.1,6.9,6.6,8.8,7.2,83.7,7.6,8.6,6.1,7.4,4.8,6.1,Papua New Guinea2012
780,6.1,7.7,6.2,5.6,8.3,5.2,70.9,7.6,5.8,6.1,6.0,2.2,4.2,Paraguay2012
781,6.9,6.6,7.1,4.6,8.0,6.4,73.5,7.1,6.6,4.9,6.1,4.4,4.8,Peru2012
782,8.4,8.0,7.6,5.3,6.8,6.5,83.2,7.9,6.3,7.0,7.3,6.2,5.8,Philippines2012
783,2.8,3.6,3.8,4.0,4.4,5.3,44.3,3.7,3.1,3.2,3.8,3.0,3.6,Poland2012
784,1.9,1.4,2.3,5.3,3.7,2.9,34.2,2.0,3.8,3.0,3.1,1.8,3.0,Portugal2012
785,2.8,5.0,4.9,3.2,4.8,2.8,48.0,5.9,2.3,5.3,4.2,2.4,4.3,Qatar2012
786,4.4,5.2,6.0,6.0,5.6,5.0,59.5,6.3,4.4,4.2,4.6,2.9,4.9,Romania2012
787,8.2,8.0,7.9,4.0,7.3,5.4,77.1,7.9,5.0,8.1,6.0,5.0,4.3,Russia2012
788,5.5,7.9,8.5,6.8,7.4,7.0,89.3,6.8,7.5,8.0,8.6,7.6,7.7,Rwanda2012
789,5.5,5.1,4.8,5.4,6.3,8.6,68.5,6.0,4.8,4.4,6.7,2.6,8.3,Samoa2012
790,5.8,6.3,4.8,7.4,6.1,7.6,73.9,6.7,6.7,4.6,6.8,4.0,7.0,Sao Tome and Principe2012
791,7.2,7.9,7.7,3.4,6.7,2.9,73.4,7.6,4.3,8.6,5.8,5.5,5.9,Saudi Arabia2012
792,6.3,6.3,6.0,6.9,6.9,6.3,79.3,6.0,7.5,6.5,7.8,6.7,6.0,Senegal2012
793,6.4,8.0,7.9,6.2,6.2,4.7,75.0,6.6,4.6,5.8,5.0,6.3,7.3,Serbia2012
794,6.1,5.7,4.8,4.9,6.9,5.2,65.1,6.3,3.8,5.5,5.5,3.6,6.8,Seychelles2012
795,5.7,7.9,6.2,8.3,8.2,7.7,90.4,7.6,8.7,6.4,8.9,7.8,7.1,Sierra Leone2012
796,1.8,4.0,3.0,3.3,3.7,3.1,35.6,3.5,2.2,5.0,2.6,0.9,2.5,Singapore2012
797,2.8,1.6,3.3,3.5,4.4,3.5,34.0,2.7,2.4,2.8,2.8,1.5,2.6,Slovenia2012
798,6.7,8.0,6.8,7.9,8.3,5.4,85.6,7.6,7.8,6.2,7.6,4.8,8.5,Solomon Islands2012
799,10.0,9.8,9.6,9.7,8.1,8.6,114.9,9.9,9.8,9.9,9.8,10.0,9.8,Somalia2012
800,4.8,5.9,5.6,5.6,8.2,4.0,66.8,5.2,5.8,4.5,8.1,6.4,2.8,South Africa2012
801,2.0,3.6,3.4,2.3,2.6,4.2,37.6,3.2,2.2,2.8,3.0,2.5,5.7,South Korea2012
802,4.4,5.6,5.7,5.0,4.4,2.3,42.8,2.6,2.9,2.5,3.1,2.6,1.7,Spain2012
803,8.2,9.2,9.1,5.6,8.1,7.1,92.2,8.1,5.8,8.7,7.1,8.7,6.5,Sri Lanka2012
804,9.7,9.9,10.0,7.3,8.8,8.3,109.4,9.5,8.5,9.4,8.4,9.9,9.5,Sudan2012
805,5.8,5.8,6.1,6.6,7.5,7.3,71.2,6.4,5.0,5.3,5.8,3.2,6.4,Suriname2012
806,6.3,7.0,3.6,8.3,7.0,5.8,83.5,8.6,7.7,8.3,8.9,4.6,7.4,Swaziland2012
807,2.5,1.8,1.0,1.6,1.9,1.8,21.3,0.8,1.8,1.6,2.6,2.6,1.3,Sweden2012
808,1.7,1.0,3.2,2.2,2.6,2.2,23.3,0.9,1.7,2.0,2.4,1.8,1.7,Switzerland2012
809,8.5,8.7,9.2,6.3,7.5,6.0,94.5,9.5,7.0,9.4,5.5,9.0,7.9,Syria2012
810,7.1,8.3,6.9,7.7,6.5,5.7,85.7,8.8,6.6,8.5,7.3,5.6,6.7,Tajikistan2012
811,5.8,5.7,5.8,6.9,5.9,6.1,80.4,6.5,8.5,6.5,8.2,7.1,7.4,Tanzania2012
812,7.3,8.8,7.8,4.0,6.9,4.0,77.0,6.5,4.7,7.2,8.2,6.7,4.9,Thailand2012
813,8.3,8.3,6.8,8.0,7.0,6.1,92.7,8.5,8.4,6.3,8.4,7.7,8.9,Timor-Leste2012
814,7.3,7.5,5.1,7.7,7.6,6.9,87.5,8.2,8.2,7.4,8.1,6.8,6.8,Togo2012
815,6.0,5.6,4.4,4.7,6.6,7.7,64.4,5.9,5.1,5.5,5.5,2.9,4.5,Trinidad and Tobago2012
816,7.5,7.8,5.6,5.5,6.3,5.2,74.2,7.8,5.0,8.3,5.2,4.0,6.0,Tunisia2012
817,7.7,7.5,8.6,5.6,7.1,4.2,76.6,6.2,6.0,5.3,6.0,6.5,5.9,Turkey2012
818,7.2,7.7,6.4,5.7,6.8,4.8,77.4,9.0,6.4,8.4,6.2,3.9,4.9,Turkmenistan2012
819,8.3,8.7,7.7,7.5,8.1,6.9,96.5,8.0,8.6,7.8,8.8,8.2,7.9,Uganda2012
820,4.3,8.0,6.2,5.7,5.6,6.0,67.2,7.7,3.9,5.4,5.0,2.9,6.5,Ukraine2012
821,3.2,3.6,4.3,3.9,5.1,2.7,48.9,6.4,3.1,5.9,4.1,2.8,3.8,United Arab Emirates2012
822,3.0,3.6,4.7,3.7,3.9,2.4,35.3,1.9,2.6,2.1,2.8,3.0,1.6,United Kingdom2012
823,4.0,2.7,2.7,3.8,4.6,5.0,40.5,2.2,3.4,2.6,4.1,1.8,3.7,Uruguay2012
824,8.2,8.7,7.7,7.1,7.9,6.0,87.5,8.7,5.7,9.1,7.0,5.7,5.7,Uzbekistan2012
